GeneID	GeneName	Chr	Start	End	Strand	Length	logFC	logCPM	PValue	FDR	Normals	CCSK	myLogFC	AvglogFPKM	gene_family	name	refseq_accession	ProteinCoding	CellSurface	ExhaustionMarkers	TranscriptionFactor	CancerGermlineAntigen	PAX3FOXO1	EWSR1FL1	Brain.MeanExp	Heart.MeanExp	Kidney.MeanExp	Liver.MeanExp	Lung.MeanExp
ENSG00000006016	CRLF1	19	18683030	18718551	-	3018	4.08289314370089	2.68893221455588	1.91340702880288e-38	2.13006886661523e-36	0.694977744549891	11.7681388657504	2.91321001177104	2.10428915997541	Fibronectin type III domain containing	cytokine receptor like factor 1	NM_004750	Y	Y	N	N	N	N	N	3.25343438858991	1.0270429352568	0.285304690254558	0.147683822137566	0.713893825240486
ENSG00000006042	TMEM98	17	31254928	31272124	+	5187	1.6968564163102	4.17662553436582	1.25991710806069e-13	2.37878662382766e-12	2.69876686057367	8.75515172486623	1.39911994382714	3.46957947966545	NULL	transmembrane protein 98	NM_015544	Y	Y	N	N	N	N	N	4.39123519330894	5.09127694096518	9.64642455516336	4.93665125811169	9.57934319714235
ENSG00000006071	ABCC8	11	17414432	17498449	-	6835	-6.22383997273536	2.74383196201171	2.2752145587978e-10	2.82618132712315e-09	1.10872052581664	0.0141207868717299	-1.05613840890716	0.969407831769104	ATP binding cassette subfamily C	ATP binding cassette subfamily C member 8	NM_000352	Y	Y	N	N	N	N	N	12.4612854468694	0.224155800805531	0.034359451124549	0.0170056433315571	0.273133906563874
ENSG00000006116	CACNG3	16	24266874	24374122	+	3088	-8.21091282550423	1.20197996910188	0.0318395414255518	0.0781321165050732	0.826236000829653	0.00118797678154152	-0.867160342980018	0.721229888678075	Calcium channel auxiliary gamma subunits	calcium voltage-gated channel auxiliary subunit gamma 3	NM_006539	Y	Y	N	N	N	N	N	21.7958364260274	0	0	0.00876612413733494	0.0507193057592895
ENSG00000006118	TMEM132A	11	60691935	60704631	+	7271	1.41660202013099	3.85638701000247	0.000767284419599772	0.0028138975496014	1.63336324715473	4.36112834655341	1.02563013291219	1.98053335071456	NULL	transmembrane protein 132A	NM_017870	Y	Y	N	N	N	N	N	17.2586049988435	0.94403552038161	0.838171815643785	0.0660256456856848	2.93914569369756
ENSG00000006125	AP2B1	17	33905065	34053436	+	7797	0.426923653598861	6.8529974637449	0.000968150781889421	0.00346510130002687	14.193668326908	19.0823050846487	0.402454640923648	14.8158584597114	Clathrin/coatomer adaptor, adaptin-like, N-terminal domain containing	adaptor related protein complex 2 subunit beta 1	NM_001030006	Y	Y	N	N	N	Y	N	49.2625191936705	22.9849487757127	32.5218770262396	9.52086679981942	32.5358295885861
ENSG00000006210	CX3CL1	16	57406370	57418960	+	5983	-1.14355598789185	4.95243347953023	0.0201205143127736	0.0521969135665064	5.54787800435912	2.51118821445969	-0.899068109927772	5.16139021291738	Chemokine ligands;Endogenous ligands	C-X3-C motif chemokine ligand 1	NM_002996	Y	Y	N	N	N	Y	N	19.4407546016845	4.31999812559363	12.0821331666718	5.3550728232071	124.815406100973
ENSG00000006283	CACNA1G	17	48638429	48704835	+	9709	3.68161325450219	4.05918107000211	4.58175153873562e-11	6.30491064815944e-10	0.680896376160822	8.74320269546799	2.53516529153256	1.70700808952719	Calcium voltage-gated channel alpha1 subunits	calcium voltage-gated channel subunit alpha1 G	NM_018896	Y	Y	N	N	N	N	N	7.95477069448566	0.148303929269848	0.0122672927778565	0.00278811322856013	0.14614713377306
ENSG00000006327	TNFRSF12A	16	3068446	3072384	+	1848	-0.448775131550152	2.50530695139793	0.407322403485362	0.68068650285643	3.13675181042039	2.29739811461154	-0.327170321150621	3.02992497640836	CD molecules;Tumor necrosis factor receptor superfamily	TNF receptor superfamily member 12A	NM_016639	Y	Y	N	N	N	N	N	0.392114910144799	5.60030614293974	7.37839546669839	2.19361876485591	34.7502624154654
ENSG00000006432	MAP3K9	14	71189243	71276251	-	12386	-1.91905904597591	3.94309743693368	0.000424360884170244	0.00165094026177644	1.36344950033784	0.36021259604281	-0.79706188222728	1.23576480342756	Mitogen-activated protein kinase kinase kinases	mitogen-activated protein kinase kinase kinase 9	NM_001284230	Y	Y	N	N	N	N	N	8.76883231983947	0.19554062628551	0.878840120446682	0.568400578379486	0.938624958711995
ENSG00000006576	PHTF2	7	77428122	77586818	+	8631	1.37530391587226	5.03367658176699	2.45578000373405e-06	1.54241236653445e-05	3.14759599815056	8.16306327426699	1.14355460825206	3.78592819692902	NULL	putative homeodomain transcription factor 2	NM_020432	Y	Y	N	Y	N	N	Y	2.94943382155892	7.79875412295585	2.15989438362738	2.02713881844465	2.96987804141465
ENSG00000006611	USH1C	11	17515442	17565963	-	4187	-7.37219897998399	1.82970627861364	4.05384160218203e-08	3.50786257020362e-07	0.950793505220621	0.00457952665284031	-0.957469296054431	0.830366271584722	Deafness associated genes;PDZ domain containing	USH1 protein network component harmonin	NM_005709	Y	Y	N	N	N	N	N	0.612870943376881	0.117511067802654	20.9381074031042	0.0545712779863792	0.0943369401238733
ENSG00000006638	TBXA2R	19	3594504	3606838	-	2793	-1.81005641247988	-0.0079856610967489	0.000112993934080453	0.000496886437394081	0.360884167208922	0.101803660040511	-0.304677115417243	0.327910284478397	Prostaglandin receptors	thromboxane A2 receptor	NM_001060	Y	Y	N	N	N	N	N	0.0894425570731307	0.537428043439391	1.42828911713801	1.13162492086898	3.23103448622666
ENSG00000006695	COX10	17	13972813	14111994	+	3172	-0.221422562459293	3.47035815082609	0.448299490108802	0.736508997933258	3.53587749063723	3.027724203725	-0.171416776154138	3.47120343593931	Mitochondrial respiratory chain complex assembly factors	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10	NM_001303	Y	Y	N	N	N	N	N	3.20735410712307	20.0703584645741	4.7134162123798	3.21143070454167	2.314845883509
ENSG00000006756	ARSD	X	2822011	2847392	-	7030	-0.985639876600104	4.93705089682022	0.0284958124051395	0.0708463845794965	4.63890177961156	2.34233558496949	-0.754557620294521	4.34661153665712	Sulfatases	arylsulfatase D	NM_001669	Y	Y	N	N	N	N	N	1.39526314957306	2.21575541209149	18.4341657119532	21.5872702753146	5.98845857888822
ENSG00000007062	PROM1	4	15964699	16086001	-	7465	-1.84653778405752	3.19044736186833	0.00476824890664708	0.0144839358570028	1.33535980892663	0.370891237909083	-0.76853072622578	1.2126092635244	CD molecules	prominin 1	NM_006017	Y	Y	N	N	N	N	Y	0.630663440624962	1.75485023953966	3.30226822465888	0.767541674747964	0.533992885256586
ENSG00000007202	KIAA0100	17	26941458	26972472	-	9235	0.755527562883099	7.00793350265228	6.52929745600576e-08	5.44088610509203e-07	12.8060987288389	21.6202954031502	0.712312063611828	13.9279055782967	NULL	KIAA0100	NM_014680	Y	Y	N	N	Y	N	N	15.3474392872183	12.1302775207046	20.4799088010508	3.2908347662436	11.7570317707832
ENSG00000007216	SLC13A2	17	26800311	26824799	+	3226	-8.54611578615972	1.0808695728121	0.00187947962982151	0.00627795798105555	0.724046458619707	0.00040926192005117	-0.785208332520058	0.631947179039751	Solute carriers	solute carrier family 13 member 2	NM_003984	Y	Y	N	N	N	N	N	0	0	25.8791572975332	0.266528264427681	0.0279236112850601
ENSG00000007312	CD79B	17	62006100	62009714	-	2080	-2.86294348027329	1.47793302517707	0.000137978238823448	0.000595142817872904	1.45823347032741	0.198754344619131	-1.03608589796561	1.29793612705545	CD molecules;V-set domain containing	CD79b molecule	NM_000626	Y	Y	N	N	N	N	N	0.0847860656378141	1.15377788859277	0.491989690939225	1.35417092473304	1.99374278219686
ENSG00000007314	SCN4A	17	62015914	62050278	-	8247	-4.4258141755284	3.75063497992877	0.000207464252917798	0.000861892273965314	1.84996410413522	0.0854545404211628	-1.39264444219797	1.62539015966252	Sodium voltage-gated channel alpha subunits	sodium voltage-gated channel alpha subunit 4	NM_000334	Y	Y	N	N	N	N	N	0.0659628002484041	0.107589699399923	0.153381738296696	0.0277058252611822	0.0430360861829714
ENSG00000007341	ST7L	1	113066140	113163447	-	8111	0.452894779585467	3.43453437760306	9.54323266126146e-08	7.73738501550422e-07	1.26350675378038	1.73104808585986	0.27089510475455	1.32301201422686	NULL	suppression of tumorigenicity 7 like	NM_001308264	Y	Y	N	N	N	N	N	1.24912435947376	1.59034687348447	1.38242690384193	1.73345648267365	1.2263231357954
ENSG00000007384	RHBDF1	16	108058	126354	-	5104	-0.937070093840326	3.24901710207948	0.00200807155001564	0.00665772051831069	1.96677620046615	1.02718885722006	-0.549415601246907	1.84719235678029	Rhomboid family	rhomboid 5 homolog 1	NM_022450	Y	Y	N	N	N	N	N	1.09116438463713	6.63699164304446	1.86912073738319	0.975670629317039	10.6711854643365
ENSG00000007402	CACNA2D2	3	50400233	50541675	-	6319	2.61476667931323	3.4251831055023	3.99957634139388e-15	8.80301386300556e-14	1.01961265849748	6.25135118685903	1.84417122098557	1.68547028937986	Calcium voltage-gated channel auxiliary alpha2delta subunits	calcium voltage-gated channel auxiliary subunit alpha2delta 2	NM_006030	Y	Y	N	N	N	N	N	7.5421251023953	1.0737189913447	1.53341550460188	0.214606107611659	7.76276587488688
ENSG00000007541	PIGQ	16	616995	634136	+	6869	-0.294195407203623	3.64429305638872	0.194856668368472	0.373654494238088	1.85251579450176	1.5101911074483	-0.184437670276498	1.80894719796769	Phosphatidylinositol glycan anchor biosynthesis	phosphatidylinositol glycan anchor biosynthesis class Q	NM_004204	Y	Y	N	N	N	N	N	5.7062956361226	2.36085862063902	13.475515120797	3.47198065325618	3.5796063171119
ENSG00000007908	SELE	1	169691781	169733846	-	4586	-3.23871577474426	3.30093635085501	0.000183398240362324	0.000771218431706845	2.40535153030532	0.25388225040653	-1.44140185970969	2.13152816740911	CD molecules;Selectins;Sushi domain containing;C-type lectin domain containing	selectin E	NM_000450	Y	Y	N	N	N	N	N	0.102780583445788	1.31992974454688	2.64243412536911	14.2758312228144	80.4908323623518
ENSG00000007933	FMO3	1	171060018	171086959	+	3463	-6.18154473864397	4.84871100637556	1.68996204431375e-05	8.90619418855814e-05	9.49183470605646	0.129408356767534	-3.21562786747368	8.30025317069242	Flavin containing monooxygenases	flavin containing monooxygenase 3	NM_006894	Y	Y	N	N	N	N	N	0.142347253645485	0.593290670519214	1.716403507811	494.94873526776	10.1254186343706
ENSG00000007952	NOX1	X	100098313	100129334	-	2529	-4.23849022622267	0.0724832022220896	0.00892716094743828	0.0253988954507716	0.43724166333159	0.0213271271712467	-0.492857632538993	0.384307086002092	NULL	NADPH oxidase 1	NM_007052	Y	Y	N	N	N	Y	N	0.018896135082249	0	0.0550513630803638	0.0598093200213977	0.0888757877412686
ENSG00000008277	ADAM22	7	87563458	87832204	+	12217	1.67883556277425	5.67632800020027	0.000203408491677147	0.000846556361936386	3.26408823875054	10.4514583613691	1.42522214164747	4.17884443617472	ADAM metallopeptidase domain containing	ADAM metallopeptidase domain 22	NM_021723	Y	Y	N	N	N	N	N	28.2164117108772	1.05986872985453	2.10064571761976	0.0931875666064855	0.897978188374975
ENSG00000008282	SYPL1	7	105730949	105753022	-	2794	0.349594548198964	5.5280258302703	0.125359721472556	0.257302754413898	15.9298321454239	20.2993551848806	0.331242085683713	16.4859532595366	Synaptophysins;MARVEL domain containing	synaptophysin like 1	NM_006754	Y	Y	N	N	N	N	Y	11.9711349432334	77.3090171978947	82.5667820753151	50.8191599198476	46.923789881169
ENSG00000008283	CYB561	17	61509665	61523739	-	5320	-2.46338191954121	4.59165334252071	3.85362780614487e-06	2.32480674561512e-05	5.04336245487353	0.91376006189968	-1.65894150832764	4.51777669576777	Cytochrome b561	cytochrome b561	NM_001915	Y	Y	N	N	N	N	N	8.57113137598287	2.51254664411379	10.5604868836244	3.93319604694301	12.5261213474239
ENSG00000008294	SPAG9	17	49039535	49198226	-	11948	0.257083645204303	7.10448533371767	0.0753639419140201	0.165973272749088	11.2322562172652	13.4231409017853	0.237694841061191	11.5110960862041	NULL	sperm associated antigen 9	NM_003971	Y	Y	N	N	Y	N	N	21.6903257787119	9.53365974991457	12.0722034379401	9.7469487482083	17.9820102126755
ENSG00000008300	CELSR3	3	48673902	48700348	-	13888	-4.51894750019463	3.23319543612486	3.10774260713091e-07	2.31289202598762e-06	0.764962711335955	0.0330140466425646	-0.772777832048599	0.671805608556797	Adhesion G protein-coupled receptors, subfamily C;CELSR cadherins	cadherin EGF LAG seven-pass G-type receptor 3	NM_001407	Y	Y	N	N	N	N	N	7.83613855988544	0.0760678017365836	0.104238358647978	0.0878227156710616	0.143162393181363
ENSG00000008394	MGST1	12	16500076	16762193	+	6213	-3.77137388092424	5.3370784806583	1.3064623207629e-05	7.05239285868265e-05	7.36294921571249	0.538419758560291	-2.4425626051439	6.49437273934767	Microsomal glutathione S-transferases	microsomal glutathione S-transferase 1	NM_145791	Y	Y	N	N	N	N	N	3.37333121560854	3.65891479089152	23.4816728123504	198.289409120307	5.0267023977828
ENSG00000008513	ST3GAL1	8	134467091	134584183	-	8730	1.01992816465527	6.1832038335029	0.000664990964109153	0.00247098763699198	7.35309634132807	14.908888406252	0.92945005175786	8.31474260413657	Sialyltransferases	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	NM_003033	Y	Y	N	N	N	N	Y	2.95982000426602	20.9575602563546	21.8614045806946	10.2416968854797	12.506166509073
ENSG00000008516	MMP25	16	3096682	3110727	+	4126	1.4470774753574	0.982070374367094	0.00245085880779352	0.00797175880836695	0.373841210252327	1.0248753158926	0.559617809209001	0.456700096424725	M10 matrix metallopeptidases	matrix metallopeptidase 25	NM_022468	Y	Y	N	N	N	N	N	0.219261354628473	0.281539379354234	0.12175563591718	0.371606122842436	2.03760312412243
ENSG00000008710	PKD1	16	2138711	2185899	-	18532	-1.5634500229712	6.65836734885519	8.56712101890224e-06	4.80988565117007e-05	5.94750096989414	2.01197022543121	-1.20578662238644	5.44661523878068	C-type lectin domain containing	polycystin 1, transient receptor potential channel interacting	NM_000296	Y	Y	N	N	N	N	N	38.6053043045741	7.44296740520146	2.17686917324018	1.39821958111936	4.65179245378075
ENSG00000008952	SEC62	3	169684423	169716161	+	7928	-0.0931109865986105	6.58478558311888	0.464767451449981	0.757893546275651	12.1944669281395	11.4326546073258	-0.0857986932702599	12.0975089963995	NULL	SEC62 homolog, preprotein translocation factor	NM_003262	Y	Y	N	N	N	N	Y	33.1123149928556	16.2551431957812	33.4488485089459	48.7838835628482	30.1445988683457
ENSG00000009694	TENM1	X	123509753	124097666	-	12896	1.57341408838189	5.66092419237738	0.000661873411179553	0.00246038265750183	3.12954345193216	9.31455399001959	1.32062724303707	3.91672661132511	NULL	teneurin transmembrane protein 1	NM_014253	Y	Y	N	N	N	N	N	8.70648949934665	0.104795152523552	0.797275215753076	7.58629887434369	0.697836102267834
ENSG00000009724	MASP2	1	11086580	11107290	-	4251	-2.37617101062446	3.03190370856939	0.000315005628933393	0.00125855803752338	2.12556343680892	0.408374817590032	-1.15008494745234	1.90701215799924	Sushi domain containing;Complement system activation components	mannan binding lectin serine peptidase 2	NM_006610	Y	Y	N	N	N	N	N	2.0365872102515	0.668681334485522	0.323584209072204	44.5542606471949	0.246583760652017
ENSG00000009765	IYD	6	150690028	150727105	+	10362	-8.72894539129944	3.05115691199417	8.12375767996587e-06	4.58125720004789e-05	0.908331297404594	0.00166043994799462	-0.929918131452306	0.79293682463739	NULL	iodotyrosine deiodinase	NM_203395	Y	Y	N	N	N	N	N	0.00130985150555579	0	14.2107412758198	9.00309445509983	0.15405523368466
ENSG00000009790	TRAF3IP3	1	209929377	209955668	+	7753	-0.874407118260584	2.55173685080254	0.0446855823796846	0.105282569536252	0.791215906214024	0.431925906820428	-0.322982400547823	0.745488088109385	NULL	TRAF3 interacting protein 3	NM_001287754	Y	Y	N	N	N	N	N	0.334123366879621	0.447743735595991	1.76916914293835	1.46296827025127	2.47007859256926
ENSG00000009830	POMT2	14	77741299	77787227	-	10012	-0.435958207754526	3.5043094827348	0.0728923868877891	0.161204928581334	1.16437042361715	0.860258246354023	-0.218444517690524	1.12566523742003	Dolichyl D-mannosyl phosphate dependent mannosyltransferases	protein O-mannosyltransferase 2	NM_013382	Y	Y	N	N	N	Y	N	2.49768164645057	1.60757006024788	2.12385285672812	1.07953505667495	1.15891539903247
ENSG00000010219	DYRK4	12	4671370	4723325	+	5911	-0.148390337795995	2.50467632511292	0.323675297401209	0.56478873578693	0.958284880117221	0.866418849680043	-0.0693178724173111	0.946592839879762	NULL	dual specificity tyrosine phosphorylation regulated kinase 4	NM_001282285	Y	Y	N	N	N	N	N	1.3984722603295	2.26938123443858	1.71521111894652	1.66732989671368	2.23571372703745
ENSG00000010278	CD9	12	6308881	6347425	+	3218	-2.75533763185428	5.62406645211166	1.33039027476708e-09	1.47163539854392e-08	17.1620434667763	2.54069983237878	-2.35882008616976	15.3011451860348	CD molecules;Tetraspanins	CD9 molecule	NM_001330312	Y	Y	N	N	N	Y	N	11.5985705899148	14.9142410076519	64.3699173254225	12.3223877943465	85.0688916206924
ENSG00000010282	HHATL	3	42734155	42744319	-	2891	-10.3090247138969	4.0763801828345	7.67275796171097e-06	4.35067842414097e-05	6.66452053237992	0.00355078543655089	-2.93308191716294	5.81676074640531	Membrane bound O-acyltransferases	hedgehog acyltransferase like	NM_020707	Y	Y	N	N	N	N	N	6.61095286265971	188.091557627462	0.0684755405950728	0.0804106345009982	0.0463346274613793
