GeneID	GeneName	Chr	Start	End	Strand	Length	logFC	logCPM	PValue	FDR	Normals	CCSK	myLogFC	AvglogFPKM	gene_family	name	refseq_accession	ProteinCoding	CellSurface	ExhaustionMarkers	TranscriptionFactor	CancerGermlineAntigen	PAX3FOXO1	EWSR1FL1	Brain.MeanExp	Heart.MeanExp	Kidney.MeanExp	Liver.MeanExp	Lung.MeanExp
ENSG00000006576	PHTF2	7	77428122	77586818	+	8631	1.37530391587226	5.03367658176699	2.45578000373405e-06	1.54241236653445e-05	3.14759599815056	8.16306327426699	1.14355460825206	3.78592819692902	NULL	putative homeodomain transcription factor 2	NM_020432	Y	Y	N	Y	N	N	Y	2.94943382155892	7.79875412295585	2.15989438362738	2.02713881844465	2.96987804141465
ENSG00000007372	PAX6	11	31806340	31839509	-	14776	1.20454435556966	3.98863109102394	0.0218616168146872	0.0561573302600198	0.916620393387075	2.11268706052543	0.699595915677423	1.06884706011377	PRD class homeoboxes and pseudogenes;Paired boxes	paired box 6	NM_001604	Y	N	N	Y	N	N	Y	8.25911544243151	0.135274768693403	0.282462554936442	0.146283301492251	0.185497036988949
ENSG00000007545	CRAMP1L	16	1662326	1727909	+	8427	1.05732926192093	4.66467627802885	3.65549388473753e-17	9.76894395943776e-16	2.63680555704869	5.48971468530099	0.835483259065651	2.99990308246262	NA	NA	NA	N	N	N	Y	N	N	N	9.11270200636735	4.35384277696635	3.24089604293987	1.34930818944365	4.39369995214228
ENSG00000007866	TEAD3	6	35441374	35464853	-	3046	-1.51459362564974	3.8281110613273	0.000891372471941764	0.00321880976870236	5.05505469853769	1.76850176190805	-1.12903455259483	4.63676614296665	TEA domain transcription factors	TEA domain transcription factor 3	NM_003214	Y	N	N	Y	N	N	N	0.425031631037736	13.1248592196127	6.38179783091363	4.62908112411667	19.1461827361191
ENSG00000007968	E2F2	1	23832922	23857712	-	5457	2.87633405391097	1.08359840989811	1.1956933566712e-08	1.13279099000548e-07	0.204338781396747	1.51225239289398	1.06074013117755	0.370800513769122	E2F transcription factors	E2F transcription factor 2	NM_004091	Y	N	N	Y	N	N	Y	0.00803105669980977	0.0233626625404302	0.015675943381652	0.0262604660999236	0.171989732741179
ENSG00000008196	TFAP2B	6	50786436	50815326	+	6149	-7.32645206559659	0.351072893915704	0.000229209857373483	0.000943448071977215	0.223195519013885	0.000585857959848092	-0.289810059850425	0.19486338033428	NULL	transcription factor AP-2 beta	NM_003221	Y	N	N	Y	N	Y	Y	1.26683525006228	0	3.14963322063568	0.00440230790959348	0
ENSG00000008197	TFAP2D	6	50681541	50740701	+	1856	-0.77980150149261	-3.56641419700424	0.568245575955089	0.884235268895239	0.00334427792060449	0.00071135719508894	-0.00379081677442485	0.00300917891917524	NULL	transcription factor AP-2 delta	NM_172238	Y	N	N	Y	N	N	N	0.0652450000474726	0	0	0	0
ENSG00000008441	NFIX	19	13106422	13209610	+	6302	1.21156460823975	6.03157125268749	8.83499413430922e-06	4.94534451879595e-05	8.88019217597398	20.5644870206224	1.12604638890151	10.367284247111	NULL	nuclear factor I X	NM_002501	Y	N	N	Y	N	N	N	35.1538437133686	12.3807834441362	2.80516436884464	4.45297920738701	16.9949806136241
ENSG00000009709	PAX7	1	18957500	19075360	+	6313	4.40712796035401	1.49386071006683	1.37876983551047e-06	9.07888194048707e-06	0.120237266948395	2.56025452438499	1.66817605552023	0.430784917894871	PRD class homeoboxes and pseudogenes;Paired boxes	paired box 7	NM_002584	Y	N	N	Y	N	Y	Y	0.688590925048452	0.0024863082293917	0.00239189607337307	0	0.00275659074193791
ENSG00000009950	MLXIPL	7	73007524	73038873	-	4815	-3.95875561959405	4.14005659374669	9.25643344464259e-06	5.15846385399731e-05	4.1402752504527	0.265250120870389	-2.02242300247069	3.64709023396041	Basic helix-loop-helix proteins	MLX interacting protein like	NM_032951	Y	N	N	Y	N	N	N	5.44406962575855	1.08789481876419	16.4179039377123	189.496702873566	0.146358043840791
ENSG00000010030	ETV7	6	36322419	36356164	-	2369	-2.96716762824849	-0.819425689381403	1.32484117098291e-05	7.14261639721894e-05	0.231207178732686	0.0278399580258678	-0.260457904481897	0.205324077915455	ETS transcription factor family	ETS variant 7	NM_016135	Y	N	N	Y	N	N	N	0.127530839034282	0.0546270950397031	0.322164890903143	0.418075686683374	1.56428302517959
ENSG00000010539	ZNF200	16	3272325	3286221	-	7498	0.956325037414329	2.70498407040088	1.6240560763301e-16	4.07277336084347e-15	0.766505472269129	1.48997571691394	0.495233454304791	0.858583503405742	Zinc fingers C2H2-type	zinc finger protein 200	NM_001145446	Y	N	N	Y	N	N	N	1.51131884814098	1.08054905408609	0.657298529532943	1.11720080063386	0.809631452264306
ENSG00000010818	HIVEP2	6	143072604	143266338	-	9774	0.841373633201977	6.7675140850016	0.000633491665700689	0.00236554168928257	10.119000025095	18.130289652771	0.782831671053693	11.138618704981	Zinc fingers C2H2-type	human immunodeficiency virus type I enhancer binding protein 2	NM_006734	Y	N	N	Y	N	N	N	22.4419478637648	4.81315257137647	4.28039692348343	1.61500361665976	22.5410986966099
ENSG00000011451	WIZ	19	15532319	15560762	-	8155	-0.0852947104686168	4.02436485166708	0.609936552999388	0.932817576243142	2.00063262063289	1.88438704913557	-0.0570019254318472	1.98583772971505	Zinc fingers C2H2-type	widely interspaced zinc finger motifs	NM_021241	Y	N	N	Y	N	N	N	4.39117070700356	4.10662656399352	4.38355371017317	2.58198635973368	5.78791314429144
ENSG00000011590	ZBTB32	19	36195429	36207940	+	2770	-2.55295566818356	-0.319587489201922	2.1399960340232e-13	3.92999666794784e-12	0.292068341639054	0.04873294508298	-0.301035031649578	0.261098382077372	Zinc fingers C2H2-type;BTB domain containing	zinc finger and BTB domain containing 32	NM_014383	Y	N	N	Y	N	N	N	0.0467218110221352	0.0622140605952818	0.0508743938410341	0.10633975950953	0.466742567346509
ENSG00000012504	NR1H4	12	100867486	100958191	+	3460	-4.65352915751118	2.97647501517844	0.00153414204215172	0.00523773898854847	2.56797141692393	0.100671830421414	-1.69671966996359	2.25395146955088	Nuclear hormone receptors	nuclear receptor subfamily 1 group H member 4	NM_005123	Y	N	N	Y	N	N	N	0.0140255476873014	0.00453643463934965	6.90161168637001	67.0379901608951	0.21584901381887
ENSG00000016082	ISL1	5	50678921	50690564	+	3216	-0.106932554474417	0.90096458220383	1	1	0.560173703079081	0.520273753497174	-0.0373755304644794	0.555095527677747	LIM class homeoboxes	ISL LIM homeobox 1	NM_002202	Y	N	N	Y	N	N	N	0	0.00547811023572104	0	0	0.0108223615384664
ENSG00000018607	ZNF806	2	133066882	133076309	+	1774	-1.19235770570648	-3.04116566938283	0.0283102574652483	0.0704447215851384	0.0261015836129798	0.00994693078692123	-0.0228940778589912	0.0240455368896632	Zinc fingers C2H2-type	zinc finger protein 806	XM_497879	Y	N	N	Y	N	N	N	0.0557614276190924	0.00993100480162282	0.0302600192765306	0	0.00725411257896633
ENSG00000018869	ZNF582	19	56887413	56904914	-	3152	0.689175929918468	1.65919447998297	7.8988745844473e-06	4.46602641616523e-05	0.905021363827284	1.46300534472074	0.37061258160151	0.976037506850088	Zinc fingers C2H2-type	zinc finger protein 582	NM_144690	Y	N	N	Y	N	N	N	1.86676963661451	1.47540054605663	1.70730506718722	1.96456884295839	0.806628301055854
ENSG00000019549	SNAI2	8	49830249	49834299	-	2282	1.0903010857709	3.01845172179925	0.000253592484779114	0.00103441919502563	3.07090859826578	6.5470166181768	0.890555621106234	3.51332234625446	Zinc fingers C2H2-type;SNAG transcriptional repressors	snail family transcriptional repressor 2	NM_003068	Y	N	N	Y	N	N	Y	0.869405363803608	4.13418084851197	4.27274045685613	2.43689340617447	3.60505694682139
ENSG00000020256	ZFP64	20	50668202	50820847	-	6997	1.35659599881564	3.23933932872129	3.12262206690195e-23	1.28719882141406e-21	1.11567305274162	2.85931812795187	0.867229275138763	1.33759151685929	Zinc fingers C2H2-type	ZFP64 zinc finger protein	NM_018197	Y	N	N	Y	N	N	Y	1.64869707514513	1.37674581141477	1.46053870594881	1.88864261780695	1.09798654332579
ENSG00000020633	RUNX3	1	25226002	25291612	-	4605	-0.272492336061705	1.51583549941069	0.706339734504949	1	0.615646756602464	0.510309174118872	-0.0972678904908162	0.602240155195462	NULL	runt related transcription factor 3	NM_004350	Y	N	N	Y	N	N	Y	0.0590444235055202	0.266972874574601	0.174489020464507	0.803050385949066	6.54668051985551
ENSG00000025156	HSF2	6	122720691	122754264	+	2702	1.02479789190811	3.74600083257545	7.63769536407352e-08	6.29120046581705e-07	4.3611675699111	8.87232860948321	0.880843187690039	4.93531533858392	NULL	heat shock transcription factor 2	NM_004506	Y	N	N	Y	N	N	Y	9.25001909912225	14.6749140017645	3.879622161389	4.20480545638158	5.6146510627048
ENSG00000025434	NR1H3	11	47269851	47290396	+	4346	-0.434725911329121	3.3803836585131	0.199275395534327	0.3809098168187	2.45930881102893	1.81962038345407	-0.294982868224329	2.37789392024667	Nuclear hormone receptors	nuclear receptor subfamily 1 group H member 3	NM_001130101	Y	N	N	Y	N	N	Y	1.05615604139396	3.08129101084468	5.968100750536	20.6330041004146	4.71512744265872
ENSG00000028277	POU2F2	19	42590263	42700737	-	8899	-2.23391925413032	1.77510015874065	3.28421107931814e-05	0.000162597889051818	0.417108365689758	0.0883870095744891	-0.380758442226796	0.375271102184179	POU class homeoboxes and pseudogenes	POU class 2 homeobox 2	NM_001207025	Y	N	N	Y	N	N	N	1.98389774321732	0.126884518910061	0.0635296721848926	0.239675357500591	1.21625245529571
ENSG00000028839	TBPL1	6	134273308	134311570	+	5039	0.543068645146719	3.31629465465902	0.00319726648168254	0.0101330346336447	1.8526776683813	2.70083768203902	0.375535118537127	1.96062530648319	NULL	TATA-box binding protein like 1	NM_001253676	Y	N	N	Y	N	N	Y	7.19058970758485	2.76281701299544	3.35767328312568	4.85882633698625	2.80517540889297
ENSG00000029153	ARNTL2	12	27485787	27576241	+	5002	-0.441542318352532	2.37285186334968	0.340697372053999	0.589200450591246	1.05466912535069	0.77684738217067	-0.20958631747626	1.0193099944005	Basic helix-loop-helix proteins	aryl hydrocarbon receptor nuclear translocator like 2	NM_020183	Y	N	N	Y	N	N	N	2.41224965531399	0.366752687635591	0.176731096729144	0.740262867506335	1.92762110302105
ENSG00000030419	IKZF2	2	213864429	214017151	-	12220	-2.30444974282327	4.13626162710133	1.96739036510138e-11	2.84783967902411e-10	1.59464437786663	0.322510877152159	-0.972257228243606	1.4327364777757	Zinc fingers C2H2-type	IKAROS family zinc finger 2	NM_016260	Y	N	N	Y	N	N	Y	0.557190652254305	0.674832972786745	0.51751495822132	0.49155561841781	1.49513422069447
ENSG00000031544	NR2E3	15	72084977	72110600	+	3595	-1.60551154472312	-1.29423392467936	0.000269326745539932	0.00109145708153381	0.0998474528362467	0.0322389048112657	-0.0915265264704782	0.0912427285421582	NA	NA	NA	Y	N	N	Y	N	N	N	0.0496201935402681	0.027265496646664	0.0433900434370363	0.151917569594727	0.0250574603631722
ENSG00000032219	ARID4A	14	58765103	58840605	+	7568	0.0804664473451399	4.80743808548231	0.569551700089516	0.885726438065498	3.662703717203	3.87312766903627	0.0636812603609882	3.68948494743632	AT-rich interaction domain containing	AT-rich interaction domain 4A	NM_023001	Y	N	N	Y	N	N	N	6.74480401576873	3.50295150885907	3.13664518941328	9.88355439091707	5.67085543516301
ENSG00000037965	HOXC8	12	54402832	54407570	+	3371	3.39274209357408	1.23622771702794	5.88660140397469e-07	4.15797137922847e-06	0.30292013766326	3.19492239297783	1.68689546393122	0.670993151976024	HOXL subclass homeoboxes	homeobox C8	NM_022658	Y	N	N	Y	N	N	N	0	0.00931240809976257	1.14402137769686	0	0.0359194934072267
ENSG00000039600	SOX30	5	157052687	157098488	-	3471	1.11616938277104	-1.79183225303259	0.000190720044869603	0.000798935636361151	0.0513714032262421	0.114471418365366	0.0840872178676499	0.0594023142439488	SRY-boxes	SRY-box 30	NM_007017	Y	N	N	Y	N	N	N	0.0187284121933182	0.0813037726343933	0.06330936575197	0.00779884509826859	0.0710754209709853
ENSG00000041988	THAP3	1	6684926	6695646	+	4072	-0.202798798450986	2.66473598143168	0.231525209001657	0.431262289815289	1.56386650056513	1.3590372693698	-0.120122932148939	1.53779732568572	THAP domain containing	THAP domain containing 3	NM_138350	Y	N	N	Y	N	N	N	3.83697890131827	3.21907413211096	4.27132670129658	3.95364650313042	2.0520466499826
ENSG00000043039	BARX2	11	129245835	129322171	+	4411	-3.43034780562539	-0.689493779074461	0.000230738382695446	0.000949113995579562	0.140107316488546	0.0119306750207211	-0.172059171581988	0.123793925756277	NKL subclass homeoboxes and pseudogenes	BARX homeobox 2	NM_003658	Y	N	N	Y	N	N	N	0.283201570147383	0.015976062133828	2.0810152502457	0.00613688309591709	0.0391203344221506
ENSG00000043355	ZIC2	13	100634026	100639018	+	3301	2.4857932932823	3.22402349086013	0.0370972600505097	0.0894404307611238	1.76771228543666	9.90831029427316	1.97866176232123	2.80378839565222	Zinc fingers C2H2-type	Zic family member 2	NM_007129	Y	N	N	Y	N	N	N	41.3083104215195	0.00533705014179911	0	0.00820048207697373	0.115980570065068
ENSG00000048405	ZNF800	7	126986844	127071978	-	5793	0.694533425314345	4.97065298456572	4.12143796749002e-08	3.56048574598545e-07	5.00448154991018	8.10090921825613	0.599971000223086	5.3985723440633	Zinc fingers C2H2-type	zinc finger protein 800	NM_176814	Y	N	N	Y	N	N	N	2.14029539909623	2.19089942456241	2.53841368023079	5.78957847066158	4.39953398612993
ENSG00000049768	FOXP3	X	49106897	49121288	-	2578	-1.60137576962664	-1.08045534376924	0.00615360156775068	0.0182094409436766	0.168945324732714	0.0541376115013557	-0.149144237369934	0.154333433957814	Forkhead boxes	forkhead box P3	NM_014009	Y	N	N	Y	N	N	N	0.274252841707615	0.032678407780658	0.107365215456082	0.52869869617804	0.140621391631523
ENSG00000050344	NFE2L3	7	26191860	26226745	+	4249	-0.83025246609928	4.38727421167449	0.00107425600141272	0.00380023341156865	5.19619893434129	2.92187972084029	-0.659838173295778	4.90674012535025	Basic leucine zipper proteins	nuclear factor, erythroid 2 like 3	NM_004289	Y	N	N	Y	N	N	N	4.0825269839859	1.42740169605317	3.51974183053168	2.3864818081402	7.36046456220527
ENSG00000052850	ALX4	11	44281994	44331716	-	5750	5.6469019996528	2.14070270671771	1.45079862904693e-80	1.34858986563057e-77	0.101728707739584	5.18632508168591	2.4893136317509	0.748859155332753	PRD class homeoboxes and pseudogenes	ALX homeobox 4	NM_021926	Y	N	N	Y	N	N	N	0.110839819577704	0.136040720850805	0.00992012468185929	0	0.0143440391531308
ENSG00000053254	FOXN3	14	89591215	90085493	-	11033	0.409997283582234	7.10984622028932	0.0394670495539871	0.0943221388685145	12.010034321487	15.9562977950593	0.382196441063579	12.5122860363053	Forkhead boxes	forkhead box N3	NM_005197	Y	N	N	Y	N	N	Y	19.5517015191198	20.0909995406572	5.99945693137042	12.1780013816392	15.1187775798483
ENSG00000054267	ARID4B	1	235294949	235491534	-	11073	0.563607965326186	5.77253903684282	1.12428074075113e-06	7.51492207021964e-06	4.64633647646127	6.86997970200454	0.479044810358865	4.92934561425769	AT-rich interaction domain containing	AT-rich interaction domain 4B	NM_016374	Y	N	N	Y	N	N	N	5.78300306751763	3.30105908146316	3.57885688805146	5.16848792068766	8.87938878853968
ENSG00000054598	FOXC1	6	1610681	1614127	+	3447	4.12264909531987	4.03945261167912	7.9081893811286e-42	1.05015106274687e-39	1.53351589011559	26.7411814495545	3.45281644835848	4.74176423404418	Forkhead boxes	forkhead box C1	NM_001453	Y	N	N	Y	N	N	Y	1.76002426620785	1.89062318334642	11.9462591506645	0.169531311781711	3.49892303949908
ENSG00000056277	ZNF280C	X	129336685	129402873	-	4634	1.5242269405585	2.73506700222149	5.41100656537261e-36	5.17646773877404e-34	1.14336219856245	3.30257877462493	1.00532594025734	1.4181715809704	NULL	zinc finger protein 280C	NM_017666	Y	N	N	Y	N	N	Y	1.09525145163863	0.741777299666823	0.531767843594951	1.16050740496857	0.866190429791797
ENSG00000056586	RC3H2	9	125606835	125667620	-	11545	0.628070598474344	6.0795738756237	1.06839889236006e-08	1.01981535895256e-07	5.47100786399224	8.45557036740336	0.547174054815565	5.85086127351729	Ring finger proteins;Zinc fingers CCCH-type	ring finger and CCCH-type domains 2	NM_018835	Y	N	N	Y	N	N	N	7.31652806028868	5.84495957417966	4.46384399840407	4.04827241851456	7.39320256406292
ENSG00000057935	MTA3	2	42721709	42984087	+	10580	0.775008259885382	4.62234589212036	1.48315345444971e-05	7.90292515668518e-05	2.1273988264281	3.6419180540746	0.569757841407267	2.32015581903766	GATA zinc finger domain containing;Myb/SANT domain containing;NuRD complex	metastasis associated 1 family member 3	NM_020744	Y	N	N	Y	N	N	N	6.87394110718658	2.18092769773212	2.38738112952082	1.14747100486078	2.44089494905002
ENSG00000059728	MXD1	2	70124820	70170077	+	6321	-1.9294669485272	4.49356008068886	4.50895232094307e-06	2.68014278797781e-05	3.91878363916003	1.02855805862631	-1.27784700313964	3.5509367470921	Basic helix-loop-helix proteins;MAX dimerization proteins	MAX dimerization protein 1	NM_002357	Y	N	N	Y	N	N	Y	4.62168555785914	4.15104454328429	3.21511718250811	4.61749799353633	20.5913268038625
ENSG00000060138	YBX3	12	10851683	10875911	-	8615	-1.7159528696693	7.7560488518625	0.024872878959391	0.0629188624003136	27.5199953627152	8.37676912806697	-1.60481093063449	25.0835847510327	Y box binding proteins	Y-box binding protein 3	NM_003651	Y	N	N	Y	N	N	N	0.631415023162381	31.5698091264765	7.05629241768166	1.80813557948974	35.5766754814978
ENSG00000060566	CREB3L3	19	4153598	4173051	+	2678	-8.53344307868398	1.04681801842538	0.000637425070999429	0.00237879615154575	0.85483174336967	0.000459465416051969	-0.890625605906294	0.7460934534483	Basic leucine zipper proteins	cAMP responsive element binding protein 3 like 3	NM_032607	Y	N	N	Y	N	N	N	0.086944082729992	0.0065786417169824	0.330152563337592	17.3821715643487	0
ENSG00000062370	ZNF112	19	44830708	44871377	-	3848	1.39948233867986	3.36302902037566	9.55356928739896e-18	2.68699556160415e-16	2.19408154785568	5.79148943145123	1.08832685791604	2.6519334603133	Zinc fingers C2H2-type	zinc finger protein 112	NM_013380	Y	N	N	Y	N	N	N	3.50780092997625	2.45969966904283	1.88629633078491	1.38888576460536	0.929948242857183
ENSG00000063438	AHRR	5	304291	438406	+	7678	-1.36405598194218	1.09082991768852	0.0077682496661328	0.0224195906147076	0.289404885873326	0.112253488580319	-0.213219731807174	0.266858344399671	Basic helix-loop-helix proteins	aryl-hydrocarbon receptor repressor	NM_020731	Y	N	N	Y	N	N	N	0.582345439332472	0.0515656315591151	0.177838400611988	0.0418899355532024	0.720505134642467
ENSG00000063515	GSC2	22	19136089	19137796	-	1033	0.701175225372885	-3.6387777719796	0.103221496646645	0.217630232203279	0.000398784802419264	0.00385364034808708	0.00497373268646359	0.000838493690049714	PRD class homeoboxes and pseudogenes	goosecoid homeobox 2	NM_005315	Y	N	N	Y	N	N	N	0	0	0	0	0.012457691882949
ENSG00000063587	ZNF275	X	152599613	152625568	+	8148	-0.805717860688688	5.48125722385938	0.0955903341514459	0.203650242814034	5.78822507848724	3.31101598791125	-0.655006488460123	5.47294392150484	Zinc fingers C2H2-type	zinc finger protein 275	NM_001080485	Y	N	N	Y	N	N	N	5.03338715182855	3.21609590153603	3.01469696804566	3.97146692814845	2.16751976373432
ENSG00000064195	DLX3	17	48067369	48072588	-	2715	5.24067443643553	-0.0566219307788989	7.45308052775056e-35	6.58764913271366e-33	0.0544694740053927	2.11985174939028	1.56496014510085	0.317336309054378	NKL subclass homeoboxes and pseudogenes	distal-less homeobox 3	NM_005220	Y	N	N	Y	N	N	N	0.0374500056477784	0.0122702270240253	0.0883622338378793	0	0.0863962724406706
ENSG00000064218	DMRT3	9	976964	991731	+	2387	1.42503947329453	-2.62872869031313	0.114342936174041	0.237939279875934	0.0273448523496714	0.0768063716983195	0.0678383145105053	0.0336399548122266	NULL	doublesex and mab-3 related transcription factor 3	NM_021240	Y	N	N	Y	N	N	N	0.13688701610906	0	0	0	0.0291618891560185
ENSG00000064490	RFXANK	19	19303008	19312678	+	2533	1.80431331067289	3.18305210228249	2.9474638024593e-35	2.70376478050268e-33	2.69513964442139	9.42319481246339	1.49609675377235	3.55143757489946	Ankyrin repeat domain containing	regulatory factor X associated ankyrin containing protein	NM_003721	Y	N	N	Y	N	N	N	3.19587757720139	6.99864091863641	9.50852425518359	3.55588489879789	5.72728660870788
ENSG00000064835	POU1F1	3	87308554	87325737	-	1569	-2.25008628728756	-3.09491687610487	6.03644849387022e-05	0.000281379725740597	0.0283153451531018	0.00338652441125896	-0.0354052842107995	0.0251425861495946	POU class homeoboxes and pseudogenes	POU class 1 homeobox 1	NM_000306	Y	N	N	Y	N	N	N	0.0728286759168695	0.0312362843992215	0.0299314141161975	0	0.0192932779279415
ENSG00000064961	HMG20B	19	3572775	3579086	+	3857	-0.086183111762895	3.85333105746727	0.781057116372084	1	3.75372166790158	3.53759115310017	-0.0671308105606241	3.72621414783595	Non-canonical high mobility group	high mobility group 20B	NM_006339	Y	N	N	Y	N	N	N	1.49894436585803	5.12035741588422	11.6627498079954	7.13728008849159	9.09799173504186
ENSG00000065029	ZNF76	6	35226686	35263762	+	6789	-0.916632013007861	4.0767122118763	8.39137247125671e-09	8.13368121027808e-08	2.63174267263112	1.39341321413049	-0.60159248953883	2.47413710518558	Zinc fingers C2H2-type	zinc finger protein 76	NM_003427	Y	N	N	Y	N	N	Y	4.77563503892224	9.76157100023905	7.00802749001541	6.23953474199137	3.74134298796693
ENSG00000065970	FOXJ2	12	8185299	8208099	+	6296	0.682175516291995	4.65216620759328	4.37958650020648e-06	2.60992283231132e-05	3.69670884640612	5.9299050683727	0.561185426971057	3.98093382011095	Forkhead boxes	forkhead box J2	NM_018416	Y	N	N	Y	N	N	N	8.10834083743153	8.27007198650298	4.27420307933777	3.03705802022607	11.3045385037961
ENSG00000065978	YBX1	1	43148098	43168020	+	1930	0.815336036909297	7.25565445991391	0.00272617053329313	0.00877361276130165	72.1602049979895	126.981029032855	0.806798948866605	79.1374007842451	Y box binding proteins;U11/U12 di-snRNP	Y-box binding protein 1	NM_004559	Y	N	N	Y	N	N	Y	56.4807642868144	523.407373069626	136.296946266471	87.3000525005306	227.909287248058
ENSG00000066336	SPI1	11	47376411	47400127	-	2069	-1.41315924343758	1.90427542095734	0.00887300772211338	0.0252606816960082	1.92162713864584	0.721151778437907	-0.763397745585161	1.76883936552847	ETS transcription factor family	Spi-1 proto-oncogene	NM_003120	Y	N	N	Y	N	N	N	1.0393402442401	1.60363260819786	0.450832876936243	1.99706830412311	36.5835370023972
ENSG00000066422	ZBTB11	3	101367733	101396339	-	7416	1.04794146944654	5.36615334942156	1.33038905885381e-25	6.46903129724965e-24	4.88623462002443	10.1051178599382	0.91580775139501	5.55045612328618	Zinc fingers C2H2-type;BTB domain containing	zinc finger and BTB domain containing 11	NM_014415	Y	N	N	Y	N	N	N	7.7128955139933	4.14838797032915	4.02098557962403	5.736058938309	7.20377043398378
ENSG00000066827	ZFAT	8	135490031	135725292	-	8900	-0.293408720782882	3.5917936735278	0.105551135543009	0.22182084790837	1.37794898104161	1.12499749018157	-0.16225662506012	1.34575515493215	Zinc fingers C2H2-type	zinc finger and AT-hook domain containing	NM_001029939	Y	N	N	Y	N	N	N	0.707758578427193	0.80107735966421	3.08107386404983	0.30736968427649	0.707108215336425
