GeneID	GeneName	Chr	Start	End	Strand	Length	logFC	logCPM	PValue	FDR	Normals	CCSK	myLogFC	AvglogFPKM	gene_family	name	refseq_accession	ProteinCoding	CellSurface	ExhaustionMarkers	TranscriptionFactor	CancerGermlineAntigen	PAX3FOXO1	EWSR1FL1	Brain.MeanExp	Heart.MeanExp	Kidney.MeanExp	Liver.MeanExp	Lung.MeanExp
ENSG00000066032	CTNNA2	2	79412357	80875905	+	7538	-7.26420786184283	3.34112542279712	1.09453056564246e-06	7.33716986028571e-06	1.52779758492037	0.00925986919093777	-1.32458324888562	1.33452914837299	Alpha catenins	catenin alpha 2	NM_004389	Y	N	N	N	Y	N	N	20.2624166277991	0.0369278744338181	0.0295975393007712	0	0.0351335941556595
ENSG00000068985	PAGE1	X	49452053	49460596	-	665	-0.132836998739496	-3.65063426223165	1	1	0.000574194734100827	0	-0.000828150158408819	0.000501115404306176	NULL	PAGE family member 1	NM_003785	Y	N	N	N	Y	N	N	0	0	0	0	0
ENSG00000077327	SPAG6	10	22634399	22743153	+	4006	2.83350175619041	0.271445413683255	2.00161465693435e-05	0.00010372206100641	0.155416152290935	1.11812580081722	0.874375708885626	0.277942834830643	Armadillo repeat containing	sperm associated antigen 6	NM_001253854	Y	N	N	N	Y	Y	N	0.485032447997511	0.00831594267853936	0.0707791601569529	0	2.24954423867574
ENSG00000080007	DDX43	6	74104471	74127292	+	2807	-0.0495533278178125	-0.93133201898086	0.99544412480637	1	0.158811330633475	0.153767854564542	-0.0062927224252104	0.158169433679248	DEAD-box helicases	DEAD-box helicase 43	NM_018665	Y	N	N	N	Y	N	N	0.0990698598106738	0.199134281494438	0.165193385345233	0.041408468888918	0.260502911506439
ENSG00000092978	GPATCH2	1	217600334	217804424	-	8833	1.02069214022235	4.2095657223743	1.07485167987838e-19	3.51187479448488e-18	1.84304973293165	3.74480977075975	0.738910911748987	2.08509191956432	G-patch domain containing;Protein phosphatase 1 regulatory subunits	G-patch domain containing 2	NM_018040	Y	N	N	N	Y	N	N	1.61153178637418	1.62417493705969	1.35521453680307	1.52031640316837	1.41143464958774
ENSG00000095627	TDRD1	10	115939029	115992063	+	5256	-3.89911432442028	-0.381258847620504	6.86226876023265e-10	7.90926463245414e-09	0.151413874854062	0.00910172416362811	-0.190334887315973	0.133301419311643	Tudor domain containing	tudor domain containing 1	NM_198795	Y	N	N	N	Y	N	N	0.0617880526619187	0.561357357822431	0.0245779059651039	0.010300529427736	0.0115187036030975
ENSG00000099399	MAGEB2	X	30233677	30238206	+	1610	-1.01359824091751	-3.58127768533326	0.484954605656286	0.780813314701734	0.00323541633103976	0	-0.00466018433638815	0.00282363607072561	MAGE family	MAGE family member B2	NM_002364	Y	N	N	N	Y	N	N	0	0	0	0	0
ENSG00000101448	EPPIN	20	44165625	44176391	-	6934	-2.73710771980748	-2.24698205360963	0.000928372553321428	0.00333815501362878	0.0209797945815688	0.00265687262206524	-0.0261263412554774	0.0186477863321774	WAP four-disulfide core domain containing	epididymal peptidase inhibitor	NM_001302861	Y	N	N	N	Y	N	N	0.00916682627735945	0	0.00435536195881285	0	0.0347137937913309
ENSG00000101746	NOL4	18	31431064	31804916	-	5687	-3.32079567861137	2.23843627333967	0.00072272938554061	0.00266698332802411	0.922553508099394	0.0915381642614441	-0.816661178295414	0.816787918883655	NULL	nucleolar protein 4	NM_003787	Y	N	N	N	Y	N	N	6.96952895480087	0.0061957455664072	0.2849633134269	0.811786633789037	0.038057259208959
ENSG00000101951	PAGE4	X	49593863	49598576	+	1950	-7.49695840435358	-0.216128364817615	0.000865551956079263	0.00313348236053542	0.455656342029319	0	-0.541669797727497	0.397663716680133	NULL	PAGE family member 4	NM_001318877	Y	N	N	N	Y	N	N	0.0159786980183661	0	0	0	0
ENSG00000102021	LUZP4	X	114524293	114542121	+	1727	-0.49224849453334	-3.59417041979661	0.781236005603132	1	0.00253095011273187	0.000751600276879155	-0.00256285351137183	0.00230448740635062	NULL	leucine zipper protein 4	NM_016383	Y	N	N	N	Y	N	N	0.00725617919880594	0	0	0	0
ENSG00000102387	TAF7L	X	100523241	100548059	-	2728	-1.43057994885114	-2.02669164834779	0.0618780970007719	0.139942707271565	0.0658263489488288	0.0235222295117686	-0.0584299683259207	0.060442188293203	NULL	TATA-box binding protein associated factor 7 like	NM_001168474	Y	N	N	N	Y	N	N	0.237835543654958	0.00645806543917847	0.416307885847076	0.479171682674066	0.00637916325287904
ENSG00000103023	PRSS54	16	58313901	58328951	-	2112	-0.648643369423546	-3.3900366632999	0.70549593620711	1	0.00844418123697856	0.00445978297624707	-0.005711429080969	0.00793707600379455	Serine proteases	serine protease 54	NM_001080492	Y	N	N	N	Y	N	N	0.00617178125487366	0	0	0.0148472844209286	0
ENSG00000104147	OIP5	15	41601466	41624819	-	1236	2.54046967998313	-0.351587503271411	1.15688625440543e-19	3.76886781933141e-18	0.345428253906	2.04336061167355	1.1775998306511	0.561528735803689	NULL	Opa interacting protein 5	NM_007280	Y	N	N	N	Y	N	Y	0.149156190885484	0.174139031091059	0.292622439977841	0.188527481968782	0.213845234206048
ENSG00000104450	SPAG1	8	101170134	101271506	+	5054	-1.57012032694509	2.06526981589204	1.80708313322364e-08	1.65712672787376e-07	0.887351382455892	0.298742905278095	-0.539247177319592	0.812437576269627	Tetratricopeptide repeat domain containing	sperm associated antigen 1	NM_172218	Y	N	N	N	Y	N	N	1.55442920619937	0.722431039533394	1.19355810219294	1.57211834037283	2.23740443350443
ENSG00000104755	ADAM2	8	39601254	39695808	-	2905	1.42801868172803	-3.52069218945535	0.171752062719273	0.335933076036864	0.0016675679871056	0.00750184845651918	0.00837869727642723	0.00241011277412188	ADAM metallopeptidase domain containing	ADAM metallopeptidase domain 2	NM_001464	Y	Y	N	N	Y	N	N	0.00229535154207735	0	0.00808302732328981	0	0
ENSG00000104804	TULP2	19	49384222	49401990	-	2240	-2.19345614826498	-2.862170025028	1.83722903450841e-05	9.60605371160006e-05	0.0289957000803764	0.00482908506338167	-0.0342868244127443	0.0259199490782134	NULL	tubby like protein 2	NM_003323	Y	N	N	N	Y	N	N	0.122007484706885	0.0429008579369767	0.0277064413658562	0.0725083696502418	0.0233067285989116
ENSG00000104901	DKKL1	19	49865040	49878373	+	1461	4.15739069848458	-1.91393204488288	3.18707215421348e-61	1.37792693997634e-58	0.0347730631501202	0.695914458278678	0.712748998479728	0.118918331621028	NULL	dickkopf like acrosomal protein 1	NM_014419	Y	N	N	N	Y	N	N	0.01304847632263	0.021486740386242	0.0493776569691274	0.0212505097532554	0.136228114830593
ENSG00000105549	THEG	19	361750	376013	-	2070	-2.68811496325738	-3.19305964146203	0.0310221935689759	0.0763548456276475	0.0164616799213748	0.000594419509269165	-0.0226985160501824	0.0144422104143795	NULL	theg spermatid protein	NM_016585	Y	N	N	N	Y	N	N	0.14066404639816	0	0	0	0
ENSG00000109132	PHOX2B	4	41746099	41750987	-	3090	-6.66527508330745	-0.666680197841158	0.000827446616315825	0.00300822502651603	0.203671851415054	0.000427274742422354	-0.266825838408416	0.177804359838537	PRD class homeoboxes and pseudogenes	paired like homeobox 2B	NM_003924	Y	N	N	Y	Y	N	N	0	0	0.00379954601523574	0	0.0124939764224139
ENSG00000111254	AKAP3	12	4724674	4758213	-	3668	0.998771828776989	0.448001315165554	7.68609542951572e-05	0.000350914047470842	0.31087428807602	0.618944509943654	0.304524198710331	0.350083225404628	A-kinase anchoring proteins	A-kinase anchoring protein 3	NM_006422	Y	N	N	N	Y	N	N	0.447103530272661	1.26565747641759	1.20184676701152	0.239622564218363	0.210226663260913
ENSG00000111644	ACRBP	12	6747241	6756626	-	2843	-0.879158012444781	-0.383884372313257	0.00593779122020967	0.0176416167549944	0.256168926092449	0.139900950341029	-0.140122017454559	0.241371183724087	Armadillo-like helical domain containing	acrosin binding protein	NM_032489	Y	N	N	N	Y	N	N	0.492097104511334	0.249566810281099	0.51574443416016	0.408570203712314	0.588292917223643
ENSG00000112742	TTK	6	80713604	80752244	+	4579	4.24427571540052	1.61577112275487	1.71866077910926e-28	1.03964064678157e-26	0.195508064996951	3.74611360041232	1.98912276989136	0.647403314958907	NULL	TTK protein kinase	NM_001166691	Y	Y	N	N	Y	Y	Y	0.0499657829960712	0.0252537809484245	0.0827895735761868	0.0439878029248481	0.106444252530985
ENSG00000114487	MORC1	3	108677086	108836989	-	3764	-1.55438287600679	-2.87213460024271	0.0655040967462383	0.147052004018192	0.0166690336203706	0.00491530876110996	-0.0167761802328924	0.0151731050019193	Zinc fingers CW-type	MORC family CW-type zinc finger 1	NM_014429	Y	N	N	N	Y	N	N	0.0124824002762689	0	0.0236193054616898	0.0236885708913662	0
ENSG00000117139	KDM5B	1	202696526	202778598	-	9185	2.65892075310595	6.27938785540318	8.68010469150705e-94	1.2739881025248e-90	5.03727734593076	31.826292149525	2.44288181777969	8.44678832093366	PHD finger proteins;AT-rich interaction domain containing;Lysine demethylases	lysine demethylase 5B	NM_006618	Y	N	N	N	Y	N	N	4.82091282556262	2.29430503468331	2.86710889836138	2.14483367437672	8.40848685704216
ENSG00000117148	ACTL8	1	18081808	18153558	+	1861	0.936009987254971	-3.55635095890354	0.0600829176026404	0.136363822066089	0.00257717414806309	0.00659332963970461	0.00576764920386244	0.00308832121063565	Actin related proteins	actin like 8	NM_030812	Y	N	N	N	Y	N	N	0.0314109427722737	0	0	0.0166829633259034	0
ENSG00000118402	ELOVL4	6	80624529	80657297	-	3042	1.39051629076832	2.67909503856825	0.00316969074504163	0.0100559199040835	1.72200880138349	4.51716771141424	1.01925610464437	2.07775629902376	NULL	ELOVL fatty acid elongase 4	NM_022726	Y	Y	N	N	Y	N	N	20.8979091011423	0.298948205079072	1.29537049211505	0.161737041426976	0.329153828175591
ENSG00000120289	MAGEB4	X	30260057	30262293	+	2237	-0.870322299605746	-3.58870728194548	1	1	0.00176620776607494	0	-0.00254585159509602	0.00154141768675631	MAGE family	MAGE family member B4	NM_002367	Y	N	N	N	Y	N	N	0	0.00787554873405403	0.00524836709301674	0	0
ENSG00000121101	TEX14	17	56634039	56769416	-	5325	-0.218661829317392	-0.346022333847545	0.609002466190863	0.931748484082849	0.135412530738314	0.116182585255185	-0.0246435261439261	0.13296508313137	NULL	testis expressed 14, intercellular bridge forming factor	NM_001201457	Y	N	N	N	Y	N	N	0.343199095623332	0.0463793783620322	0.0381688387706565	0.0974786612876905	0.211440165747024
ENSG00000122304	PRM2	16	11369496	11370337	-	724	-2.63582493241586	-3.12498858062537	0.230417189902198	0.429456554351534	0.0569238938221289	0.00343190004416845	-0.0749287873886315	0.0501158218867521	NULL	protamine 2	NM_001286356	Y	N	N	N	Y	N	N	0	0	0	0	0
ENSG00000123496	IL13RA2	X	114238538	114254540	-	1626	2.48864588741163	0.0370908331991597	5.0416329921051e-07	3.60836880730798e-06	0.3615573177583	2.046141803604	1.16172538645385	0.575958979593207	CD molecules;Interleukin receptors	interleukin 13 receptor subunit alpha 2	NM_000640	Y	Y	N	N	Y	N	N	0.836609468879797	0.0313230435967451	4.02663810835631	3.19612778230756	0.462272818151899
ENSG00000123584	MAGEA9B	X	148663309	148669116	-	1814	0	-3.6571825559034	1	1	0	0	0	0	NA	NA	NA	Y	N	N	N	Y	N	N	0	0	0	0	0
ENSG00000124092	CTCFL	20	56071035	56100708	-	8915	-0.304871735926139	-2.70588683582869	0.856912838164556	1	0.00857989057677381	0.00680713367093968	-0.00253802195368256	0.00835426697057674	Zinc fingers C2H2-type	CCCTC-binding factor like	NM_080618	Y	N	N	Y	Y	N	N	0.00139044617808499	0	0.0573863678280816	0	0.007808124443681
ENSG00000124233	SEMG1	20	43835638	43838413	+	1662	-16.4065565036131	8.55334328982818	0.0379868503098254	0.0913522163819374	258.933011012315	0	-8.02199605482571	225.977900519839	NULL	semenogelin 1	NM_003007	Y	N	N	N	Y	N	N	0	0	0	0	0.0104707324632094
ENSG00000124260	MAGEA10	X	151301782	151307033	-	2882	-0.468109655585758	-3.52161469122284	0.696609935355986	1	0.00266304528118527	0.00186146421725926	-0.00115382683719597	0.00256102587304924	MAGE family	MAGE family member A10	NM_021048	Y	N	N	N	Y	N	N	0.00217408422559644	0	0	0	0
ENSG00000124490	CRISP2	6	49660073	49681274	-	1382	-2.37667890911734	-2.80374868571817	0.0101022683496664	0.0283417410797759	0.0513166832617715	0.00725143151501811	-0.0617734552606636	0.0457083784940029	Cysteine rich secretory protein family	cysteine rich secretory protein 2	NM_003296	Y	N	N	N	Y	N	N	0	0.01274790341395	1.49536138769093	0.019587403282265	0.292473312595991
ENSG00000126752	SSX1	X	48114752	48126879	+	1298	0.689090675926612	-3.64025014551978	0.103221496646645	0.217630232203279	0.000256655161775152	0.0029072274400648	0.00381792997201967	0.000594000724466562	NULL	SSX family member 1	NM_005635	Y	N	N	N	Y	N	N	0	0	0	0	0
ENSG00000126890	CTAG2	X	153880246	153881853	-	993	3.93739226144681	-1.45085308318261	0.00734726233896359	0.02133820362586	0.0953953692491535	1.52677943898548	1.2058480512785	0.277571523579231	NULL	cancer/testis antigen 2	NM_020994	Y	N	N	N	Y	N	N	0.201450037152106	3.05938888074884	0	0	0.0518380492047785
ENSG00000130783	CCDC62	12	123258874	123312075	+	4479	-0.0040452457803132	-0.0386893893517666	1	1	0.199932688108911	0.199124851284508	-0.000971600059878452	0.199829872513078	NULL	coiled-coil domain containing 62	NM_032573	Y	N	N	N	Y	N	N	0.28548957400914	0.114641554083423	0.0310839243648672	0.0199070731938162	0.0299069899510711
ENSG00000131126	TEX101	19	43905648	43922763	+	1611	0.447617298575226	-3.51835517522219	0.493304848501007	0.791629731418405	0.00466777925673188	0.00723050210205598	0.00367536428058482	0.0049939439825004	LY6/PLAUR domain containing	testis expressed 101	NM_031451	Y	Y	N	N	Y	N	N	0.0281213659112226	0	0.00937308498522915	0	0
ENSG00000132446	FTHL17	X	31089360	31090170	-	811	0	-3.6571825559034	1	1	0	0	0	0	Ferritin subunits	ferritin heavy chain like 17	NM_031894	Y	N	N	N	Y	N	N	0	0	0	0	0
ENSG00000132554	RGS22	8	100973164	101143496	-	6361	-1.44713440814518	1.25706597843528	0.00826038697226499	0.0236990593510457	0.394320767542862	0.144556212472281	-0.284774176006307	0.36253255144297	Regulators of G-protein signaling	regulator of G protein signaling 22	NM_015668	Y	N	N	N	Y	N	N	0.0929074813414819	0.0221570225034792	0.0461538655976116	0	0.676928800061196
ENSG00000132972	RNF17	13	25338290	25454059	+	5634	-4.79637457528673	-2.15730850839282	0.000443612099095573	0.00171733029797025	0.0295137925297875	0.000218396944300173	-0.0416481122849711	0.0257852876370891	Ring finger proteins;Tudor domain containing	ring finger protein 17	NM_031994	Y	N	N	N	Y	N	N	0.00118352790730116	0	0	0	0.0247104825755826
ENSG00000133863	TEX15	8	30689060	30748122	-	11663	0.665051836019387	2.38964306529272	0.301338804138653	0.532260407159545	0.410473406787104	0.651871469014232	0.227921970556027	0.441196796525102	NULL	testis expressed 15, meiosis and synapsis associated	NM_001350162	Y	N	N	N	Y	N	N	0.0879865788035356	0.00285635482896585	0.00992400779011259	0	0.0204379278156539
ENSG00000135503	ACVR1B	12	52345451	52390862	+	5690	-0.482193014060594	4.58620482029985	0.0421679535530045	0.1000439541225	4.3659845055789	3.12459209106393	-0.379591440286331	4.2079891073679	Type 1 receptor serine/threonine kinases	activin A receptor type 1B	NM_020328	Y	Y	N	N	Y	N	N	12.8483734146926	3.66654970527134	23.1088571548605	9.64421239204264	10.3755171190776
ENSG00000135951	TSGA10	2	99613724	99771427	-	7375	0.137160172936953	2.55994371668043	0.575411295570446	0.892670974043851	0.778530447182562	0.85709483942889	0.0623618211931701	0.788529551650276	NULL	testis specific 10	NM_182911	Y	N	N	N	Y	N	N	0.650213374337754	0.22246824621754	0.786060157503334	0.279269971419163	0.432564141344314
ENSG00000136231	IGF2BP3	7	23349828	23510086	-	8511	5.74965974106466	2.48832317630372	6.21423068473369e-46	1.11802028380533e-43	0.083048635783909	4.51454508916255	2.34814384802225	0.647057275304827	RNA binding motif containing	insulin like growth factor 2 mRNA binding protein 3	NM_006547	Y	N	N	N	Y	N	N	0.0100529598073664	0.023353882963736	0.00320291903047556	0.0418460499783034	0.0875387388936949
ENSG00000136811	ODF2	9	131217465	131263571	+	6342	1.06036784785694	4.29612423673389	8.76778445811223e-14	1.68274481274017e-12	2.70938352203858	5.65589100076835	0.843452368341622	3.084393564786	NULL	outer dense fiber of sperm tails 2	NM_001242352	Y	N	N	N	Y	N	N	6.25241490419792	3.85798527846069	3.14097152949785	1.88149005678382	5.4548216282623
ENSG00000136929	HEMGN	9	100689073	100707138	-	2192	-1.12459745422501	-1.18859409603554	0.0640724803010522	0.14425037112302	0.174912642430425	0.0798126782357885	-0.121772432056498	0.162809010623835	NULL	hemogen	NM_197978	Y	N	N	N	Y	N	N	0.0344848605609457	0.0214818392137087	0	0.106052529353278	0.448453226425004
ENSG00000137090	DMRT1	9	841690	969090	+	3253	1.11644486487927	-3.51737049867675	0.126272666231921	0.258900279896807	0.00171713035250085	0.00589845934765231	0.0060095083530784	0.00224929949733831	NULL	doublesex and mab-3 related transcription factor 1	NM_021951	Y	N	N	Y	Y	N	N	0	0	0	0	0
ENSG00000137098	SPAG8	9	35808042	35812269	-	2722	-0.384848244797898	0.644883306290641	0.136535656706917	0.276507014579335	0.561432240294988	0.431967112015011	-0.124871605106171	0.544954860332082	NULL	sperm associated antigen 8	NM_012436	Y	N	N	N	Y	N	N	1.261767859742	1.58941007974855	1.02210447305816	0.203634439597243	1.08728902778352
ENSG00000137948	BRDT	1	92414928	92479983	+	4322	-0.612548481856081	-3.35957311526772	0.631841762576149	0.959687108501077	0.00440669288722741	0.00255029196192472	-0.00266893729449843	0.00417042367855253	Bromodomain containing, BET	bromodomain testis associated	NM_207189	Y	N	N	N	Y	N	N	0	0	0.00271647320385897	0.00626325574643459	0.0119100376817087
ENSG00000138180	CEP55	10	95256389	95288849	+	3271	4.12006302820874	1.19119163589662	2.0209874977274e-18	5.97331932754374e-17	0.214417463529047	3.77443503989674	1.97506558656513	0.667510609612208	NULL	centrosomal protein 55	NM_018131	Y	N	N	N	Y	N	Y	0.0168589255603601	0.0916609591354504	0.0892242924678263	0.0520859537888638	0.305662539562125
ENSG00000138182	KIF20B	10	91461367	91534700	+	7126	2.29361039899052	3.31946913592537	9.44445732002168e-31	6.49501501984672e-29	0.926682211245405	4.55306956988226	1.52716683859786	1.38822242052646	Kinesins	kinesin family member 20B	NM_016195	Y	N	N	N	Y	N	Y	0.577564084469744	0.553443289612886	0.585472109474545	0.765726178828918	0.584601723234583
ENSG00000138363	ATIC	2	216176540	216214487	+	3919	-0.102966502738779	3.36949807707575	0.71639982527921	1	2.63962065594165	2.45901938830679	-0.0734249912982341	2.61663504006085	Purinosome	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	NM_004044	Y	N	N	N	Y	N	N	7.85158582299755	10.4615025003259	11.5362873900218	6.83043412285703	4.72027157651412
ENSG00000140481	CCDC33	15	74509613	74628813	+	5275	-6.12123724427662	-1.16312743074877	7.55011063969866e-05	0.000345270843479758	0.0808845553539025	0.000233260357191881	-0.111875958909724	0.0706198450815938	C2 domain containing	coiled-coil domain containing 33	NM_182791	Y	N	N	N	Y	N	N	0.0143997348028129	0.00965521685086399	0.00286256680781121	0	0.185655750076465
ENSG00000141316	SPACA3	17	31297394	31324895	+	1230	-3.60277225491406	-2.86046421724229	0.140296346502717	0.283156551114426	0.0581586147830378	0.0010672231291299	-0.0800170427841778	0.0508924376634495	Lysozymes, c-type	sperm acrosome associated 3	NM_173847	Y	N	N	N	Y	N	N	0	0	0	0	0.049221387103968
ENSG00000142945	KIF2C	1	45205490	45233439	+	3658	4.26683881224044	1.73765306617717	2.92311034425536e-40	3.59891022583122e-38	0.263987804168631	5.13780179553101	2.27973951498408	0.884291403069297	Kinesins	kinesin family member 2C	NM_006845	Y	N	N	N	Y	N	Y	0.112181939069972	0.324337379331139	0.127483393698321	0.0613758167073685	0.3289734839568
ENSG00000143194	MAEL	1	166958346	166991451	+	3043	-2.57770057588104	-1.37807053213811	8.21266230937395e-05	0.000372606210836015	0.114621442115311	0.0176793850774213	-0.131270693140206	0.102283362128671	NULL	maelstrom spermatogenic transposon silencer	NM_032858	Y	N	N	N	Y	N	N	1.0497223081325	1.63593766789344	0.47521191760692	0.105695341826319	0.0469998459639773
ENSG00000143228	NUF2	1	163236366	163325554	+	3362	4.37334339496628	0.868184711752414	5.63333156693056e-32	4.15043330888267e-30	0.143960598697236	3.04484490768909	1.82204702377302	0.513164056205289	NDC80 kinetochore complex 	NDC80 kinetochore complex component NUF2	NM_145697	Y	N	N	N	Y	N	Y	0.158069873418619	0.13005487646328	0.120247419836092	0.119821623791124	0.208438453963234
ENSG00000143452	HORMAD1	1	150670536	150693364	-	2405	-1.69021053703804	-2.26222785341879	0.00865926764754377	0.0247098150169588	0.0587770881535098	0.0171363115310562	-0.0578858455456609	0.0534773529470157	NULL	HORMA domain containing 1	NM_032132	Y	N	N	N	Y	N	N	0.0138923381868221	0	0	0.0499836904717708	0.102579121077044
ENSG00000144339	TMEFF2	2	192813769	193060435	-	6632	-0.398546356232411	2.34134633621016	0.621250673684587	0.946845558000742	0.776207543758908	0.588669927598733	-0.16098075339287	0.752339119883976	NULL	transmembrane protein with EGF like and two follistatin like domains 2	NM_016192	Y	Y	N	N	Y	N	Y	6.79236363349746	0.0224593982709687	0.0771515800025323	0.0350523438393223	0.00650481736791715
ENSG00000144847	IGSF11	3	118619404	118864915	-	4883	-0.31226776672826	1.88169399198556	0.595941164870665	0.916161597296827	0.758280355051866	0.609974803826241	-0.127127014011736	0.739405103077696	I-set domain containing;IgCAM CXADR-related subfamily	immunoglobulin superfamily member 11	NM_001015887	Y	Y	N	N	Y	N	N	4.28475629159116	0.530045212881171	3.45520951073451	0	0.027432604544511
ENSG00000144868	TMEM108	3	132757235	133116636	+	8425	-0.84040306998088	2.11519089903932	0.10955951521413	0.229251250920599	0.535367919000952	0.298687808916583	-0.241529745360868	0.505244995899305	NULL	transmembrane protein 108	NM_023943	Y	Y	N	N	Y	Y	N	2.61363849516865	0.480619435295571	0.105728514656635	0.00642606322518464	2.9350734813894
ENSG00000147081	AKAP4	X	49955406	49965664	-	3047	-1.81951109504834	-3.29363125791389	0.220187313535495	0.413596491910789	0.00837914585707161	0.00125440228904931	-0.0102296015990341	0.00747236031205059	A-kinase anchoring proteins	A-kinase anchoring protein 4	NM_003886	Y	N	N	N	Y	N	N	0	0	0.0572634044916963	0	0
ENSG00000147183	CPXCR1	X	88002226	88009786	+	1630	0.0898623197175191	-3.6173040221875	0.979339191029339	1	0.00135121293704325	0.0015388131850186	0.000270259419823737	0.00137508933224011	NULL	CPX chromosome region, candidate 1	NM_033048	Y	N	N	N	Y	N	N	0	0	0	0	0.00789496669637195
ENSG00000147378	FATE1	X	150884507	150891666	+	1072	0.709325642107428	-3.04877728643023	0.153896778937645	0.305958584811038	0.0360714656156979	0.0594724380961451	0.0322225369080585	0.0390497712041185	NULL	fetal and adult testis expressed 1	NM_033085	Y	N	N	N	Y	N	N	0.229842148375659	0.252194410721723	0.128323347215988	0.0289617488334945	0.158106354384116
ENSG00000147381	MAGEA4	X	151080981	151093642	+	3081	-0.486897863777353	-3.62725929688243	1	1	0.000639828754655925	0	-0.000922782591412736	0.000558396004063352	MAGE family	MAGE family member A4	NM_002362	Y	N	N	N	Y	N	N	0	0	0	0	0
ENSG00000148200	NR6A1	9	127279554	127533589	-	7124	-1.13114259664076	1.97380722769499	5.93156858354441e-05	0.000276977038354004	0.581025554916479	0.264542487152239	-0.322245176209411	0.540745891746485	Nuclear hormone receptors	nuclear receptor subfamily 6 group A member 1	NM_001278546	Y	N	N	Y	Y	N	N	0.7778462235837	0.571718797782954	0.789273143948672	1.23185832952686	0.855640204550666
