GeneID	GeneName	Chr	Start	End	Strand	Length	logFC	logCPM	PValue	FDR	Normals	WT	myLogFC	AvglogFPKM	gene_family	name	refseq_accession	ProteinCoding	CellSurface	ExhaustionMarkers	TranscriptionFactor	CancerGermlineAntigen	PAX3FOXO1	EWSR1FL1	Brain.MeanExp	Heart.MeanExp	Kidney.MeanExp	Liver.MeanExp	Lung.MeanExp
ENSG00000066032	CTNNA2	2	79412357	80875905	+	7538	-1.61998479851502	3.40990344440051	0.02345948339217	0.059305854738079	1.64135253363567	0.533499987771865	-0.784448711563474	1.39816538942166	Alpha catenins	catenin alpha 2	NM_004389	Y	N	N	N	Y	N	N	20.2624166277991	0.0369278744338181	0.0295975393007712	0	0.0351335941556595
ENSG00000068985	PAGE1	X	49452053	49460596	-	665	0.146915732846207	-3.41105283067021	0.771993056517529	1	0.000610557947288576	0.00162355834373402	0.00145982006916718	0.000832923887971721	NULL	PAGE family member 1	NM_003785	Y	N	N	N	Y	N	N	0	0	0	0	0
ENSG00000077327	SPAG6	10	22634399	22743153	+	4006	1.66847198379737	0.132346721284519	0.00215888555836109	0.00708196237186642	0.167191060087616	0.535937001565437	0.396078304957242	0.248135291143723	Armadillo repeat containing	sperm associated antigen 6	NM_001253854	Y	N	N	N	Y	Y	N	0.485032447997511	0.00831594267853936	0.0707791601569529	0	2.24954423867574
ENSG00000080007	DDX43	6	74104471	74127292	+	2807	-4.49502781052834	-1.09563324507595	3.39362364551408e-24	1.44372670923918e-22	0.170261163793974	0.00561791208563986	-0.218748275401044	0.134119962199462	DEAD-box helicases	DEAD-box helicase 43	NM_018665	Y	N	N	N	Y	N	N	0.0990698598106738	0.199134281494438	0.165193385345233	0.041408468888918	0.260502911506439
ENSG00000092978	GPATCH2	1	217600334	217804424	-	8833	1.0248321518233	4.4288296884925	4.87413819606867e-29	2.73761641097017e-27	1.97719820416992	4.02763258348164	0.755923951442429	2.42729355572615	G-patch domain containing;Protein phosphatase 1 regulatory subunits	G-patch domain containing 2	NM_018040	Y	N	N	N	Y	N	N	1.61153178637418	1.62417493705969	1.35521453680307	1.52031640316837	1.41143464958774
ENSG00000095627	TDRD1	10	115939029	115992063	+	5256	-3.71707644610092	-0.396706054940297	2.01624804014015e-16	4.88073793154238e-15	0.162412443016498	0.0111712930327257	-0.201094640099162	0.129213166190792	Tudor domain containing	tudor domain containing 1	NM_198795	Y	N	N	N	Y	N	N	0.0617880526619187	0.561357357822431	0.0245779059651039	0.010300529427736	0.0115187036030975
ENSG00000099399	MAGEB2	X	30233677	30238206	+	1610	-0.228618243175395	-3.34528009033273	1	1	0.00341854771679005	0.00227561235743039	-0.00164422611014996	0.00316765946717451	MAGE family	MAGE family member B2	NM_002364	Y	N	N	N	Y	N	N	0	0	0	0	0
ENSG00000101448	EPPIN	20	44165625	44176391	-	6934	1.38154807304416	-1.6662137978533	7.79586150686768e-05	0.000346067003997557	0.022457970341506	0.0619880579226273	0.0547260028417343	0.0311353066398009	WAP four-disulfide core domain containing	epididymal peptidase inhibitor	NM_001302861	Y	N	N	N	Y	N	N	0.00916682627735945	0	0.00435536195881285	0	0.0347137937913309
ENSG00000101746	NOL4	18	31431064	31804916	-	5687	-3.03257596735833	2.20979238524349	7.76338409661705e-06	4.19195683241962e-05	0.988798960647171	0.119922551309216	-0.82849848196461	0.798069992743717	NULL	nucleolar protein 4	NM_003787	Y	N	N	N	Y	N	N	6.96952895480087	0.0061957455664072	0.2849633134269	0.811786633789037	0.038057259208959
ENSG00000101951	PAGE4	X	49593863	49598576	+	1950	-2.05470785558579	-0.161402810927033	0.0799638357888639	0.17242028197063	0.488779533141824	0.115444746555636	-0.416511075733237	0.406827994622904	NULL	PAGE family member 4	NM_001318877	Y	N	N	N	Y	N	N	0.0159786980183661	0	0	0	0
ENSG00000102021	LUZP4	X	114524293	114542121	+	1727	-0.232782993811649	-3.3625414431923	0.818337346014972	1	0.0026824501895854	0.00152010079913541	-0.0016733996157873	0.00242730032338906	NULL	leucine zipper protein 4	NM_016383	Y	N	N	N	Y	N	N	0.00725617919880594	0	0	0	0
ENSG00000102387	TAF7L	X	100523241	100548059	-	2728	0.696572384773562	-1.65373890685068	0.0836183457503521	0.179129863550389	0.0705529956557619	0.117121167670246	0.0614294597736495	0.0807752773174778	NULL	TATA-box binding protein associated factor 7 like	NM_001168474	Y	N	N	N	Y	N	N	0.237835543654958	0.00645806543917847	0.416307885847076	0.479171682674066	0.00637916325287904
ENSG00000103023	PRSS54	16	58313901	58328951	-	2112	-0.591602379849373	-3.18341058614227	0.564189798425511	0.848566895733403	0.00906015917615908	0.00509389982258358	-0.00568189912879716	0.00818951687903275	Serine proteases	serine protease 54	NM_001080492	Y	N	N	N	Y	N	N	0.00617178125487366	0	0	0.0148472844209286	0
ENSG00000104147	OIP5	15	41601466	41624819	-	1236	3.11413608204691	0.445389980074372	1.22113718472577e-43	1.33804487630079e-41	0.374754391496967	3.30359372636201	1.6463679939549	1.01767034305271	NULL	Opa interacting protein 5	NM_007280	Y	N	N	N	Y	N	Y	0.149156190885484	0.174139031091059	0.292622439977841	0.188527481968782	0.213845234206048
ENSG00000104450	SPAG1	8	101170134	101271506	+	5054	-1.28932511187847	2.09631581776068	1.83388299614075e-10	2.1655972124446e-09	0.950954518861281	0.388976026659783	-0.490158446853337	0.827593386426806	Tetratricopeptide repeat domain containing	sperm associated antigen 1	NM_172218	Y	N	N	N	Y	N	N	1.55442920619937	0.722431039533394	1.19355810219294	1.57211834037283	2.23740443350443
ENSG00000104755	ADAM2	8	39601254	39695808	-	2905	1.11568721151934	-3.290078724327	0.0477216639067017	0.110411530783559	0.00178865345933819	0.00630943069499073	0.00649581210085875	0.00278101919399363	ADAM metallopeptidase domain containing	ADAM metallopeptidase domain 2	NM_001464	Y	Y	N	N	Y	N	N	0.00229535154207735	0	0.00808302732328981	0	0
ENSG00000104804	TULP2	19	49384222	49401990	-	2240	-1.69774631796282	-2.71679852732005	1.18158239122503e-05	6.14742487927181e-05	0.0310654943462833	0.00807751732537875	-0.0325293962347861	0.0260193530490116	NULL	tubby like protein 2	NM_003323	Y	N	N	N	Y	N	N	0.122007484706885	0.0429008579369767	0.0277064413658562	0.0725083696502418	0.0233067285989116
ENSG00000104901	DKKL1	19	49865040	49878373	+	1461	3.17348515945625	-1.92346035115784	9.7331262432056e-40	9.01736960070276e-38	0.0374247671588636	0.375858564275075	0.407325453589259	0.1117151128673	NULL	dickkopf like acrosomal protein 1	NM_014419	Y	N	N	N	Y	N	N	0.01304847632263	0.021486740386242	0.0493776569691274	0.0212505097532554	0.136228114830593
ENSG00000105549	THEG	19	361750	376013	-	2070	1.83307694408158	-2.66557231346166	0.000559570438533189	0.00208690856097857	0.0176702697143974	0.0722905545709312	0.075425683786463	0.0296600883414414	NULL	theg spermatid protein	NM_016585	Y	N	N	N	Y	N	N	0.14066404639816	0	0	0	0
ENSG00000109132	PHOX2B	4	41746099	41750987	-	3090	-5.81897543404162	-0.680582596603641	1.30457313823669e-05	6.72955583045458e-05	0.218878417211336	0.00195333347126582	-0.28273890891821	0.17126071590254	PRD class homeoboxes and pseudogenes	paired like homeobox 2B	NM_003924	Y	N	N	Y	Y	N	N	0	0	0.00379954601523574	0	0.0124939764224139
ENSG00000111254	AKAP3	12	4724674	4758213	-	3668	0.851005702769011	0.61920419194882	6.54670564376942e-05	0.000294744441289919	0.334792066223506	0.600301574086281	0.261728787613399	0.393074641120213	A-kinase anchoring proteins	A-kinase anchoring protein 3	NM_006422	Y	N	N	N	Y	N	N	0.447103530272661	1.26565747641759	1.20184676701152	0.239622564218363	0.210226663260913
ENSG00000111644	ACRBP	12	6747241	6756626	-	2843	0.645736277413015	-0.0305741787634002	0.000687893970909307	0.00252059066024077	0.274984042085243	0.435083691539777	0.170655684591263	0.310127867575263	Armadillo-like helical domain containing	acrosin binding protein	NM_032489	Y	N	N	N	Y	N	N	0.492097104511334	0.249566810281099	0.51574443416016	0.408570203712314	0.588292917223643
ENSG00000112742	TTK	6	80713604	80752244	+	4579	5.02565815655017	2.97225229999033	3.43366170997474e-54	5.71658550896779e-52	0.210806595946376	6.94874403674513	2.71475848191714	1.68986603417049	NULL	TTK protein kinase	NM_001166691	Y	Y	N	N	Y	Y	Y	0.0499657829960712	0.0252537809484245	0.0827895735761868	0.0439878029248481	0.106444252530985
ENSG00000114487	MORC1	3	108677086	108836989	-	3764	0.416795897156443	-2.57552208982024	0.360142062399462	0.602990100753661	0.0178027086978785	0.0247454544609521	0.00980765461315501	0.0193267260605044	Zinc fingers CW-type	MORC family CW-type zinc finger 1	NM_014429	Y	N	N	N	Y	N	N	0.0124824002762689	0	0.0236193054616898	0.0236885708913662	0
ENSG00000117139	KDM5B	1	202696526	202778598	-	9185	2.29497126680829	6.52866265627096	8.85618638968391e-93	8.37179802562442e-90	5.40366378871052	26.5276127580461	2.10391003316295	10.0406281966135	PHD finger proteins;AT-rich interaction domain containing;Lysine demethylases	lysine demethylase 5B	NM_006618	Y	N	N	N	Y	N	N	4.82091282556262	2.29430503468331	2.86710889836138	2.14483367437672	8.40848685704216
ENSG00000117148	ACTL8	1	18081808	18153558	+	1861	4.20169703155548	-2.81792635484223	4.98166325230289e-14	9.45363404459644e-13	0.00276908447043027	0.100512420467465	0.134186004234392	0.0242249387136818	Actin related proteins	actin like 8	NM_030812	Y	N	N	N	Y	N	N	0.0314109427722737	0	0	0.0166829633259034	0
ENSG00000118402	ELOVL4	6	80624529	80657297	-	3042	-0.911746945095784	2.36276570787817	0.0399964246159249	0.0946423669963505	1.8514363934433	0.983024514338985	-0.523986338677053	1.66080939559113	NULL	ELOVL fatty acid elongase 4	NM_022726	Y	Y	N	N	Y	N	N	20.8979091011423	0.298948205079072	1.29537049211505	0.161737041426976	0.329153828175591
ENSG00000120289	MAGEB4	X	30260057	30262293	+	2237	-0.452675373812853	-3.35899786149187	1	1	0.00188759763723375	0.000744846122653036	-0.00164647499557927	0.0016367497437892	MAGE family	MAGE family member B4	NM_002367	Y	N	N	N	Y	N	N	0	0.00787554873405403	0.00524836709301674	0	0
ENSG00000121101	TEX14	17	56634039	56769416	-	5325	0.252974651374421	-0.150847337733315	0.349459176317373	0.588395539286178	0.145381596780634	0.173155268644878	0.034565640081507	0.151478256458151	NULL	testis expressed 14, intercellular bridge forming factor	NM_001201457	Y	N	N	N	Y	N	N	0.343199095623332	0.0463793783620322	0.0381688387706565	0.0974786612876905	0.211440165747024
ENSG00000122304	PRM2	16	11369496	11370337	-	724	-1.53042155603393	-2.94832009630868	0.258165048085423	0.460948209715028	0.0603117020015974	0.0150695258408874	-0.0629098928756331	0.050380492600466	NULL	protamine 2	NM_001286356	Y	N	N	N	Y	N	N	0	0	0	0	0
ENSG00000123496	IL13RA2	X	114238538	114254540	-	1626	-2.60102533975741	-0.722139170564644	5.27154213653013e-06	2.9398032154854e-05	0.388357400354088	0.0611360914832907	-0.387769309226669	0.316528332553181	CD molecules;Interleukin receptors	interleukin 13 receptor subunit alpha 2	NM_000640	Y	Y	N	N	Y	N	N	0.836609468879797	0.0313230435967451	4.02663810835631	3.19612778230756	0.462272818151899
ENSG00000123584	MAGEA9B	X	148663309	148669116	-	1814	0	-3.42062872910059	1	1	0	0	0	0	NA	NA	NA	Y	N	N	N	Y	N	N	0	0	0	0	0
ENSG00000124092	CTCFL	20	56071035	56100708	-	8915	3.91715793433576	-1.11529350881396	3.81072082306685e-15	8.12754617456624e-14	0.00928423400155223	0.148758696752455	0.186743261022774	0.0399005794834577	Zinc fingers C2H2-type	CCCTC-binding factor like	NM_080618	Y	N	N	Y	Y	N	N	0.00139044617808499	0	0.0573863678280816	0	0.007808124443681
ENSG00000124233	SEMG1	20	43835638	43838413	+	1662	-15.4521790020805	8.49265494454419	0.0013746296201214	0.00471943476780738	277.590423987795	0.00271050664164644	-8.1180967142696	216.656535662664	NULL	semenogelin 1	NM_003007	Y	N	N	N	Y	N	N	0	0	0	0	0.0104707324632094
ENSG00000124260	MAGEA10	X	151301782	151307033	-	2882	-0.267061594098399	-3.29850562650792	0.873117623055262	1	0.00285548875650305	0.00208005812763634	-0.00111595605189247	0.00268527227699572	MAGE family	MAGE family member A10	NM_021048	Y	N	N	N	Y	N	N	0.00217408422559644	0	0	0	0
ENSG00000124490	CRISP2	6	49660073	49681274	-	1382	-0.191084007467329	-2.56155829357864	0.860783248974889	1	0.0550332918299713	0.0481731823590499	-0.00941142121171246	0.0535274141412325	Cysteine rich secretory protein family	cysteine rich secretory protein 2	NM_003296	Y	N	N	N	Y	N	N	0	0.01274790341395	1.49536138769093	0.019587403282265	0.292473312595991
ENSG00000126752	SSX1	X	48114752	48126879	+	1298	1.03702754088665	-3.38934364604562	0.0977143247168963	0.204557504407907	0.000271902307401012	0.00529154195627066	0.00722173548870389	0.00137377442544557	NULL	SSX family member 1	NM_005635	Y	N	N	N	Y	N	N	0	0	0	0	0
ENSG00000126890	CTAG2	X	153880246	153881853	-	993	-4.21005032052509	-2.57518704820583	0.0167594064267433	0.0440823606224654	0.103438824549156	0	-0.142006647772451	0.0807327411115368	NULL	cancer/testis antigen 2	NM_020994	Y	N	N	N	Y	N	N	0.201450037152106	3.05938888074884	0	0	0.0518380492047785
ENSG00000130783	CCDC62	12	123258874	123312075	+	4479	-0.977256527019589	-0.0752173396818173	0.000296869935757091	0.00117386224225312	0.215016161329223	0.108572561722759	-0.132272298682125	0.191650493122926	NULL	coiled-coil domain containing 62	NM_032573	Y	N	N	N	Y	N	N	0.28548957400914	0.114641554083423	0.0310839243648672	0.0199070731938162	0.0299069899510711
ENSG00000131126	TEX101	19	43905648	43922763	+	1611	-0.673644555353251	-3.32217925626292	0.287938906868346	0.501772118505492	0.00500938165976618	0.00169450809719618	-0.00476637935900306	0.00428172648749472	LY6/PLAUR domain containing	testis expressed 101	NM_031451	Y	Y	N	N	Y	N	N	0.0281213659112226	0	0.00937308498522915	0	0
ENSG00000132446	FTHL17	X	31089360	31090170	-	811	0	-3.42062872910059	1	1	0	0	0	0	Ferritin subunits	ferritin heavy chain like 17	NM_031894	Y	N	N	N	Y	N	N	0	0	0	0	0
ENSG00000132554	RGS22	8	100973164	101143496	-	6361	0.0613831836138302	1.49095118743073	0.812420809567632	1	0.421741077786528	0.441716557887102	0.0201288073659786	0.42612593927202	Regulators of G-protein signaling	regulator of G protein signaling 22	NM_015668	Y	N	N	N	Y	N	N	0.0929074813414819	0.0221570225034792	0.0461538655976116	0	0.676928800061196
ENSG00000132972	RNF17	13	25338290	25454059	+	5634	2.77234242043071	-0.931885409894474	0.000151102825858151	0.000635363231799356	0.0318725899215414	0.224221974732961	0.246600324272419	0.074095625611853	Ring finger proteins;Tudor domain containing	ring finger protein 17	NM_031994	Y	N	N	N	Y	N	N	0.00118352790730116	0	0	0	0.0247104825755826
ENSG00000133863	TEX15	8	30689060	30748122	-	11663	2.4917328796704	3.38050821253233	4.94912361163057e-07	3.32282979645446e-06	0.437886484381513	2.46847459244746	1.27035153143631	0.883625337371599	NULL	testis expressed 15, meiosis and synapsis associated	NM_001350162	Y	N	N	N	Y	N	N	0.0879865788035356	0.00285635482896585	0.00992400779011259	0	0.0204379278156539
ENSG00000135503	ACVR1B	12	52345451	52390862	+	5690	0.530794102870155	4.8801535162574	0.00140472534820575	0.00481121019684841	4.700481338162	6.7896006451492	0.45046562359996	5.15906850311041	Type 1 receptor serine/threonine kinases	activin A receptor type 1B	NM_020328	Y	Y	N	N	Y	N	N	12.8483734146926	3.66654970527134	23.1088571548605	9.64421239204264	10.3755171190776
ENSG00000135951	TSGA10	2	99613724	99771427	-	7375	0.888373937856329	2.89143729823177	4.30696273211952e-06	2.44167750008642e-05	0.836168839190356	1.55032212107145	0.473980756298029	0.99293419374962	NULL	testis specific 10	NM_182911	Y	N	N	N	Y	N	N	0.650213374337754	0.22246824621754	0.786060157503334	0.279269971419163	0.432564141344314
ENSG00000136231	IGF2BP3	7	23349828	23510086	-	8511	5.49769902246757	3.05770003585757	7.38594820998068e-48	9.29879208838041e-46	0.089367172270415	4.08026900781831	2.22141459407875	0.965418794707758	RNA binding motif containing	insulin like growth factor 2 mRNA binding protein 3	NM_006547	Y	N	N	N	Y	N	N	0.0100529598073664	0.023353882963736	0.00320291903047556	0.0418460499783034	0.0875387388936949
ENSG00000136811	ODF2	9	131217465	131263571	+	6342	1.15787207618281	4.55839028784689	1.01742093682719e-24	4.46105486711187e-23	2.91155505290769	6.50187507625842	0.939508968736806	3.6996740824237	NULL	outer dense fiber of sperm tails 2	NM_001242352	Y	N	N	N	Y	N	N	6.25241490419792	3.85798527846069	3.14097152949785	1.88149005678382	5.4548216282623
ENSG00000136929	HEMGN	9	100689073	100707138	-	2192	-2.57083209009752	-1.21838728028066	2.06851043774772e-08	1.77378586476789e-07	0.187240542770182	0.0291990940973527	-0.206090171809836	0.152548517451756	NULL	hemogen	NM_197978	Y	N	N	N	Y	N	N	0.0344848605609457	0.0214818392137087	0	0.106052529353278	0.448453226425004
ENSG00000137090	DMRT1	9	841690	969090	+	3253	5.63110708852486	-2.0233325025913	9.41161046234556e-35	7.06478802579272e-33	0.00190644118048218	0.193135756330565	0.252010409025955	0.0438836079207443	NULL	doublesex and mab-3 related transcription factor 1	NM_021951	Y	N	N	Y	Y	N	N	0	0	0	0	0
ENSG00000137098	SPAG8	9	35808042	35812269	-	2722	-0.388563967310491	0.722522500432689	0.0401624416316655	0.0949949048822257	0.602236665026596	0.462295946447349	-0.131851942391589	0.571517970704323	NULL	sperm associated antigen 8	NM_012436	Y	N	N	N	Y	N	N	1.261767859742	1.58941007974855	1.02210447305816	0.203634439597243	1.08728902778352
ENSG00000137948	BRDT	1	92414928	92479983	+	4322	-0.729458400346523	-3.1620316167916	0.299486338440658	0.51823559783596	0.00471708431012794	0.00241624745522729	-0.00330761023386587	0.00421202256149121	Bromodomain containing, BET	bromodomain testis associated	NM_207189	Y	N	N	N	Y	N	N	0	0	0.00271647320385897	0.00626325574643459	0.0119100376817087
ENSG00000138180	CEP55	10	95256389	95288849	+	3271	4.26560139527208	1.97613434870265	1.59971008041196e-28	8.721469238985e-27	0.231146752488847	4.50637384320573	2.16109982079994	1.16961123581694	NULL	centrosomal protein 55	NM_018131	Y	N	N	N	Y	N	Y	0.0168589255603601	0.0916609591354504	0.0892242924678263	0.0520859537888638	0.305662539562125
ENSG00000138182	KIF20B	10	91461367	91534700	+	7126	2.33028434714336	3.75280339798894	3.15209795684437e-51	4.68805224925549e-49	0.994862905297522	5.0147556563411	1.59221652822904	1.87727838723392	Kinesins	kinesin family member 20B	NM_016195	Y	N	N	N	Y	N	Y	0.577564084469744	0.553443289612886	0.585472109474545	0.765726178828918	0.584601723234583
ENSG00000138363	ATIC	2	216176540	216214487	+	3919	0.372296536404904	3.59337186644518	0.0374040417619485	0.0892197254806755	2.86944060084496	3.71668152177302	0.285647177761503	3.05542031519502	Purinosome	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	NM_004044	Y	N	N	N	Y	N	N	7.85158582299755	10.4615025003259	11.5362873900218	6.83043412285703	4.72027157651412
ENSG00000140481	CCDC33	15	74509613	74628813	+	5275	-0.0364896494907665	-0.874044132544049	1	1	0.0864863004281172	0.0839967620128717	-0.00330953635436226	0.0859398163857462	C2 domain containing	coiled-coil domain containing 33	NM_182791	Y	N	N	N	Y	N	N	0.0143997348028129	0.00965521685086399	0.00286256680781121	0	0.185655750076465
ENSG00000141316	SPACA3	17	31297394	31324895	+	1230	-1.20727263708142	-2.67370557077174	0.318120449229734	0.544784199671148	0.0627772379361141	0.0241430550732713	-0.0534219853460559	0.0542965636491486	Lysozymes, c-type	sperm acrosome associated 3	NM_173847	Y	N	N	N	Y	N	N	0	0	0	0	0.049221387103968
ENSG00000142945	KIF2C	1	45205490	45233439	+	3658	4.70059573666025	2.79293011688607	4.71570878352509e-68	1.5115472757675e-65	0.284429794838179	7.48375000477776	2.72357407215272	1.86476837750784	Kinesins	kinesin family member 2C	NM_006845	Y	N	N	N	Y	N	Y	0.112181939069972	0.324337379331139	0.127483393698321	0.0613758167073685	0.3289734839568
ENSG00000143194	MAEL	1	166958346	166991451	+	3043	1.04708267584165	-0.84934906318992	0.00354006585065751	0.011018188058545	0.122999584541717	0.253910697955004	0.159077210747008	0.151736170412926	NULL	maelstrom spermatogenic transposon silencer	NM_032858	Y	N	N	N	Y	N	N	1.0497223081325	1.63593766789344	0.47521191760692	0.105695341826319	0.0469998459639773
ENSG00000143228	NUF2	1	163236366	163325554	+	3362	5.12470579551272	2.20044234499456	1.89531108681713e-59	3.95907060842891e-57	0.155004985916286	5.52841283750883	2.49883321249009	1.33453353870489	NDC80 kinetochore complex 	NDC80 kinetochore complex component NUF2	NM_145697	Y	N	N	N	Y	N	Y	0.158069873418619	0.13005487646328	0.120247419836092	0.119821623791124	0.208438453963234
ENSG00000143452	HORMAD1	1	150670536	150693364	-	2405	1.42108646639169	-1.69774444247904	0.000446825279712007	0.00170223950309957	0.0629122153203976	0.175458529308355	0.145201189687004	0.0876175037567786	NULL	HORMA domain containing 1	NM_032132	Y	N	N	N	Y	N	N	0.0138923381868221	0	0	0.0499836904717708	0.102579121077044
ENSG00000144339	TMEFF2	2	192813769	193060435	-	6632	-3.0938152771727	2.18688371954528	5.36131549656126e-07	3.57376179263429e-06	0.835108948108682	0.097071587963286	-0.742208046620154	0.673100747101156	NULL	transmembrane protein with EGF like and two follistatin like domains 2	NM_016192	Y	Y	N	N	Y	N	Y	6.79236363349746	0.0224593982709687	0.0771515800025323	0.0350523438393223	0.00650481736791715
ENSG00000144847	IGSF11	3	118619404	118864915	-	4883	0.408304594012502	2.12570604585926	0.228134620281644	0.416040028021062	0.816670974237176	1.08276841797246	0.197205285726255	0.875082608227849	I-set domain containing;IgCAM CXADR-related subfamily	immunoglobulin superfamily member 11	NM_001015887	Y	Y	N	N	Y	N	N	4.28475629159116	0.530045212881171	3.45520951073451	0	0.027432604544511
ENSG00000144868	TMEM108	3	132757235	133116636	+	8425	-0.307883374413363	2.24150877824994	0.401760029100211	0.658323650821344	0.574821411642891	0.463819863925064	-0.105450204897055	0.550455218241417	NULL	transmembrane protein 108	NM_023943	Y	Y	N	N	Y	Y	N	2.61363849516865	0.480619435295571	0.105728514656635	0.00642606322518464	2.9350734813894
ENSG00000147081	AKAP4	X	49955406	49965664	-	3047	0.68987237558182	-2.98684668697828	0.365727393874422	0.610527205583901	0.00892631110993752	0.0157887582164356	0.00977960451810343	0.0104327019381932	A-kinase anchoring proteins	A-kinase anchoring protein 4	NM_003886	Y	N	N	N	Y	N	N	0	0	0.0572634044916963	0	0
ENSG00000147183	CPXCR1	X	88002226	88009786	+	1630	-0.472447647574939	-3.39391896328624	0.776765573640665	1	0.00143746864940485	0	-0.00207233978677857	0.00112192675075501	NULL	CPX chromosome region, candidate 1	NM_033048	Y	N	N	N	Y	N	N	0	0	0	0	0.00789496669637195
ENSG00000147378	FATE1	X	150884507	150891666	+	1072	1.50720643685124	-2.70488677298445	1.98820318678443e-05	9.91752220442545e-05	0.0385148295913543	0.11456994429322	0.101965337603572	0.0552098547698127	NULL	fetal and adult testis expressed 1	NM_033085	Y	N	N	N	Y	N	N	0.229842148375659	0.252194410721723	0.128323347215988	0.0289617488334945	0.158106354384116
ENSG00000147381	MAGEA4	X	151080981	151093642	+	3081	-0.448841952247503	-3.3961313821303	0.776765573640665	1	0.000683407530511251	0	-0.00098561190622282	0.000533391243325855	MAGE family	MAGE family member A4	NM_002362	Y	N	N	N	Y	N	N	0	0	0	0	0
